Source	Target	MI
ENSG00000109182	HSA-MIR-452	0.107375
ENSG00000100897	HSA-MIR-125A	0.107374
ENSG00000048740	HSA-MIR-455	0.107374
ENSG00000164898	HSA-MIR-1306	0.107373
ENSG00000110066	HSA-MIR-660	0.107373
ENSG00000110042	HSA-MIR-3074	0.107373
ENSG00000114982	HSA-MIR-30C-1	0.107372
ENSG00000172062	HSA-MIR-30A	0.107371
ENSG00000131188	HSA-MIR-144	0.10737
ENSG00000087470	HSA-MIR-214	0.107369
ENSG00000125148	HSA-MIR-328	0.107366
ENSG00000140382	HSA-MIR-151B	0.107365
ENSG00000261150	HSA-MIR-135A-1	0.107363
ENSG00000101342	HSA-MIR-1287	0.10736
ENSG00000115267	HSA-MIR-532	0.10736
ENSG00000136243	HSA-MIR-10A	0.10736
ENSG00000274523	HSA-MIR-135A-2	0.10736
ENSG00000183019	HSA-MIR-758	0.107359
ENSG00000047188	HSA-MIR-181A-1	0.107357
ENSG00000089248	HSA-MIR-148A	0.107356
ENSG00000067840	HSA-MIR-29B-2	0.107352
ENSG00000163877	HSA-LET-7C	0.107352
ENSG00000105409	HSA-MIR-489	0.107351
ENSG00000168813	HSA-MIR-217	0.107351
ENSG00000124299	HSA-MIR-221	0.107351
ENSG00000144681	HSA-MIR-19B-1	0.10735
ENSG00000105523	HSA-MIR-615	0.10735
ENSG00000136546	HSA-MIR-1468	0.10735
ENSG00000239282	HSA-MIR-675	0.107349
ENSG00000067533	HSA-MIR-378A	0.107348
ENSG00000140320	HSA-MIR-125A	0.107348
ENSG00000166801	HSA-MIR-107	0.107346
ENSG00000204965	HSA-MIR-135B	0.107346
ENSG00000188290	HSA-MIR-1269A	0.107346
ENSG00000065621	HSA-MIR-891A	0.107344
ENSG00000184787	HSA-MIR-450B	0.107344
ENSG00000168542	HSA-MIR-217	0.107343
ENSG00000058056	HSA-MIR-374B	0.107342
ENSG00000078579	HSA-MIR-365A	0.107342
ENSG00000179914	HSA-MIR-30E	0.10734
ENSG00000066777	HSA-MIR-671	0.107338
ENSG00000161179	HSA-MIR-625	0.107338
ENSG00000006555	HSA-MIR-93	0.107338
ENSG00000163491	HSA-MIR-221	0.107337
ENSG00000204116	HSA-MIR-181D	0.107336
ENSG00000145730	HSA-LET-7E	0.107335
ENSG00000138107	HSA-MIR-183	0.107335
ENSG00000148450	HSA-MIR-675	0.107334
ENSG00000088832	HSA-LET-7B	0.107333
ENSG00000161011	HSA-MIR-155	0.107333
ENSG00000250317	HSA-MIR-26A-1	0.107333
ENSG00000204310	HSA-MIR-450A-2	0.107332
ENSG00000258405	HSA-MIR-182	0.107332
ENSG00000184194	HSA-MIR-197	0.107332
ENSG00000145868	HSA-MIR-92A-2	0.10733
ENSG00000010244	HSA-MIR-758	0.107328
ENSG00000196152	HSA-MIR-744	0.107327
ENSG00000008128	HSA-MIR-23A	0.107327
ENSG00000182379	HSA-MIR-222	0.107327
ENSG00000143226	HSA-MIR-129-2	0.107327
ENSG00000110711	HSA-MIR-135B	0.107326
ENSG00000164764	HSA-MIR-589	0.107326
ENSG00000125691	HSA-MIR-27B	0.107325
ENSG00000164306	HSA-MIR-122	0.107324
ENSG00000139200	HSA-MIR-145	0.107323
ENSG00000156006	HSA-MIR-199B	0.107323
ENSG00000163006	HSA-MIR-190A	0.107323
ENSG00000120756	HSA-MIR-629	0.107321
ENSG00000086189	HSA-MIR-20A	0.10732
ENSG00000084636	HSA-MIR-130B	0.10732
ENSG00000061273	HSA-MIR-451A	0.10732
ENSG00000080823	HSA-MIR-1307	0.10732
ENSG00000167191	HSA-MIR-301A	0.107319
ENSG00000168061	HSA-MIR-106A	0.107318
ENSG00000185101	HSA-MIR-152	0.107318
ENSG00000137821	HSA-MIR-769	0.107317
ENSG00000141385	HSA-MIR-331	0.107317
ENSG00000111404	HSA-MIR-1-1	0.107314
ENSG00000169071	HSA-MIR-193B	0.107313
ENSG00000137767	HSA-MIR-135B	0.107313
ENSG00000118322	HSA-MIR-330	0.107313
ENSG00000163608	HSA-MIR-185	0.107313
ENSG00000134461	HSA-MIR-369	0.107313
ENSG00000168539	HSA-MIR-592	0.107312
ENSG00000084093	HSA-MIR-3170	0.107312
ENSG00000108591	HSA-MIR-130B	0.10731
ENSG00000102699	HSA-MIR-758	0.107309
ENSG00000022976	HSA-MIR-409	0.107309
ENSG00000164305	HSA-LET-7A-2	0.107309
ENSG00000261371	HSA-MIR-194-1	0.107308
ENSG00000002933	HSA-MIR-874	0.107307
ENSG00000198898	HSA-MIR-483	0.107306
ENSG00000101638	HSA-MIR-296	0.107306
ENSG00000174990	HSA-MIR-450B	0.107306
ENSG00000100147	HSA-MIR-653	0.107304
ENSG00000255071	HSA-MIR-484	0.107303
ENSG00000172183	HSA-MIR-10B	0.107303
ENSG00000082781	HSA-MIR-25	0.107303
ENSG00000121289	HSA-MIR-29B-1	0.107302
ENSG00000181163	HSA-MIR-33A	0.107302
ENSG00000100225	HSA-MIR-30A	0.107301
ENSG00000137842	HSA-MIR-1307	0.107301
ENSG00000124333	HSA-LET-7A-3	0.1073
ENSG00000083535	HSA-MIR-331	0.1073
ENSG00000177542	HSA-MIR-196A-2	0.107299
ENSG00000198931	HSA-MIR-191	0.107299
ENSG00000183161	HSA-MIR-542	0.107298
ENSG00000188818	HSA-MIR-599	0.107298
ENSG00000268350	HSA-MIR-98	0.107297
ENSG00000229676	HSA-MIR-23A	0.107296
ENSG00000175048	HSA-MIR-210	0.107295
ENSG00000158195	HSA-MIR-96	0.107295
ENSG00000047579	HSA-MIR-21	0.107295
ENSG00000163344	HSA-MIR-99B	0.107295
ENSG00000101898	HSA-MIR-4772	0.107294
ENSG00000000457	HSA-MIR-1270	0.107294
ENSG00000148411	HSA-MIR-136	0.107293
ENSG00000197128	HSA-MIR-152	0.107292
ENSG00000177283	HSA-MIR-616	0.107292
ENSG00000071564	HSA-MIR-200B	0.107292
ENSG00000228278	HSA-MIR-186	0.107292
ENSG00000144713	HSA-MIR-132	0.107292
ENSG00000088256	HSA-MIR-331	0.107292
ENSG00000196177	HSA-MIR-30D	0.107291
ENSG00000155659	HSA-MIR-889	0.10729
ENSG00000089041	HSA-MIR-125B-2	0.10729
ENSG00000187676	HSA-MIR-450B	0.10729
ENSG00000243943	HSA-MIR-125B-1	0.10729
ENSG00000123570	HSA-MIR-577	0.107288
ENSG00000153147	HSA-MIR-4662A	0.107288
ENSG00000115091	HSA-MIR-125B-2	0.107286
ENSG00000151892	HSA-MIR-324	0.107285
ENSG00000145354	HSA-MIR-28	0.107285
ENSG00000065534	HSA-MIR-92A-1	0.107283
ENSG00000158863	HSA-MIR-22	0.107282
ENSG00000188095	HSA-MIR-493	0.107281
ENSG00000164597	HSA-MIR-577	0.10728
ENSG00000140839	HSA-LET-7F-2	0.107279
ENSG00000050344	HSA-MIR-125B-2	0.107276
ENSG00000108821	HSA-MIR-425	0.107276
ENSG00000197329	HSA-MIR-30A	0.107276
ENSG00000196407	HSA-MIR-758	0.107275
ENSG00000134955	HSA-MIR-483	0.107274
ENSG00000125968	HSA-MIR-204	0.107274
ENSG00000189046	HSA-MIR-103A-2	0.107273
ENSG00000205571	HSA-MIR-200C	0.107271
ENSG00000163565	HSA-MIR-143	0.107271
ENSG00000183258	HSA-MIR-340	0.107271
ENSG00000136527	HSA-MIR-146A	0.10727
ENSG00000152270	HSA-MIR-16-2	0.107265
ENSG00000153347	HSA-MIR-744	0.107265
ENSG00000204267	HSA-LET-7G	0.107264
ENSG00000142920	HSA-MIR-891A	0.107264
ENSG00000134201	HSA-MIR-493	0.107263
ENSG00000110375	HSA-MIR-374A	0.107263
ENSG00000126218	HSA-MIR-199A-2	0.107263
ENSG00000138675	HSA-MIR-182	0.107263
ENSG00000105341	HSA-MIR-103A-1	0.107262
ENSG00000182379	HSA-MIR-486-2	0.107262
ENSG00000164603	HSA-LET-7A-2	0.107262
ENSG00000163879	HSA-MIR-188	0.107261
ENSG00000179044	HSA-MIR-20A	0.107261
ENSG00000136514	HSA-MIR-4668	0.10726
ENSG00000168003	HSA-MIR-1307	0.107259
ENSG00000165194	HSA-MIR-629	0.107258
ENSG00000186603	HSA-MIR-483	0.107256
ENSG00000082146	HSA-MIR-127	0.107255
ENSG00000107815	HSA-MIR-590	0.107255
ENSG00000138430	HSA-MIR-133A-2	0.107255
ENSG00000133138	HSA-MIR-200A	0.107254
ENSG00000171763	HSA-MIR-15A	0.107254
ENSG00000100505	HSA-MIR-1307	0.107253
ENSG00000176261	HSA-MIR-744	0.107252
ENSG00000104219	HSA-MIR-196A-1	0.107252
ENSG00000106591	HSA-MIR-324	0.107252
ENSG00000189283	HSA-MIR-374A	0.10725
ENSG00000187736	HSA-MIR-101-2	0.107249
ENSG00000116254	HSA-MIR-326	0.107248
ENSG00000172367	HSA-MIR-10A	0.107247
ENSG00000123364	HSA-MIR-222	0.107245
ENSG00000168143	HSA-LET-7D	0.107244
ENSG00000171954	HSA-MIR-502	0.107243
ENSG00000125878	HSA-MIR-129-2	0.107243
ENSG00000011132	HSA-MIR-452	0.107242
ENSG00000169836	HSA-MIR-509-3	0.107242
ENSG00000255408	HSA-MIR-361	0.107242
ENSG00000179163	HSA-MIR-126	0.10724
ENSG00000272886	HSA-LET-7D	0.107237
ENSG00000189180	HSA-MIR-107	0.107237
ENSG00000204580	HSA-MIR-151B	0.107237
ENSG00000109743	HSA-MIR-330	0.107237
ENSG00000258227	HSA-MIR-664B	0.107237
ENSG00000145592	HSA-MIR-451A	0.107236
ENSG00000168172	HSA-MIR-361	0.107236
ENSG00000166257	HSA-MIR-489	0.107235
ENSG00000152484	HSA-MIR-22	0.107233
ENSG00000069849	HSA-MIR-1301	0.107232
ENSG00000153044	HSA-MIR-483	0.107232
ENSG00000225556	HSA-MIR-381	0.107231
ENSG00000162367	HSA-MIR-148A	0.107231
ENSG00000155792	HSA-MIR-19B-2	0.107231
ENSG00000163075	HSA-MIR-222	0.107231
ENSG00000141179	HSA-LET-7D	0.107229
ENSG00000205090	HSA-MIR-181B-2	0.107228
ENSG00000181045	HSA-MIR-150	0.107227
ENSG00000116329	HSA-MIR-361	0.107225
ENSG00000164104	HSA-MIR-190A	0.107223
ENSG00000113391	HSA-MIR-1266	0.107223
ENSG00000132561	HSA-MIR-425	0.107222
ENSG00000132356	HSA-MIR-500A	0.107221
ENSG00000170579	HSA-MIR-766	0.10722
ENSG00000148335	HSA-MIR-27A	0.107219
ENSG00000196660	HSA-MIR-660	0.107219
ENSG00000198440	HSA-MIR-155	0.107218
ENSG00000178573	HSA-MIR-204	0.107217
ENSG00000154237	HSA-MIR-32	0.107215
ENSG00000067057	HSA-MIR-182	0.107213
ENSG00000187775	HSA-MIR-16-1	0.107213
ENSG00000147065	HSA-MIR-542	0.107211
ENSG00000197296	HSA-MIR-135A-1	0.107211
ENSG00000038002	HSA-MIR-1251	0.107211
ENSG00000120437	HSA-MIR-26B	0.107208
ENSG00000157426	HSA-MIR-218-2	0.107208
ENSG00000119630	HSA-MIR-615	0.107207
ENSG00000144642	HSA-MIR-151A	0.107206
ENSG00000182810	HSA-MIR-101-2	0.107206
ENSG00000117691	HSA-MIR-203A	0.107205
ENSG00000103174	HSA-MIR-514A-2	0.107204
ENSG00000169248	HSA-MIR-204	0.107203
ENSG00000102081	HSA-MIR-31	0.107202
ENSG00000185038	HSA-MIR-199B	0.107202
ENSG00000091009	HSA-MIR-32	0.107201
ENSG00000108375	HSA-MIR-1266	0.107201
ENSG00000143179	HSA-MIR-199A-2	0.107201
ENSG00000091622	HSA-MIR-505	0.107201
ENSG00000177463	HSA-MIR-532	0.107201
ENSG00000145321	HSA-LET-7I	0.107199
ENSG00000173914	HSA-MIR-3065	0.107199
ENSG00000114812	HSA-MIR-30C-1	0.107198
ENSG00000106330	HSA-MIR-330	0.107198
ENSG00000171815	HSA-MIR-489	0.107198
ENSG00000223573	HSA-MIR-24-2	0.107198
ENSG00000011465	HSA-MIR-20A	0.107198
ENSG00000127540	HSA-MIR-222	0.107196
ENSG00000105576	HSA-MIR-23A	0.107196
ENSG00000239961	HSA-MIR-224	0.107195
ENSG00000167264	HSA-MIR-210	0.107194
ENSG00000087008	HSA-MIR-99B	0.107193
ENSG00000085365	HSA-MIR-345	0.107192
ENSG00000180628	HSA-MIR-26A-1	0.107192
ENSG00000167995	HSA-MIR-4677	0.10719
ENSG00000161714	HSA-MIR-151A	0.107189
ENSG00000135114	HSA-MIR-148A	0.107188
ENSG00000063245	HSA-MIR-152	0.107188
ENSG00000104835	HSA-MIR-30A	0.107187
ENSG00000161692	HSA-MIR-758	0.107186
ENSG00000236609	HSA-MIR-744	0.107185
ENSG00000137766	HSA-MIR-664B	0.107184
ENSG00000132383	HSA-MIR-708	0.107184
ENSG00000124440	HSA-MIR-425	0.107182
ENSG00000175595	HSA-MIR-127	0.107181
ENSG00000030419	HSA-MIR-599	0.107181
ENSG00000198089	HSA-MIR-199A-2	0.107181
ENSG00000164117	HSA-MIR-148A	0.10718
ENSG00000137766	HSA-MIR-20B	0.107179
ENSG00000198018	HSA-MIR-152	0.107179
ENSG00000198055	HSA-MIR-30C-2	0.107179
ENSG00000160014	HSA-MIR-17	0.107179
ENSG00000008018	HSA-MIR-93	0.107179
ENSG00000147689	HSA-MIR-224	0.107178
ENSG00000000419	HSA-MIR-199A-2	0.107178
ENSG00000100603	HSA-MIR-3074	0.107178
ENSG00000108055	HSA-MIR-889	0.107177
ENSG00000133393	HSA-MIR-766	0.107176
ENSG00000162552	HSA-MIR-28	0.107176
ENSG00000141084	HSA-MIR-204	0.107176
ENSG00000161091	HSA-LET-7B	0.107174
ENSG00000124151	HSA-MIR-326	0.107173
ENSG00000077147	HSA-MIR-590	0.107173
ENSG00000180488	HSA-MIR-2355	0.107172
ENSG00000145088	HSA-MIR-1266	0.107172
ENSG00000196396	HSA-MIR-584	0.107172
ENSG00000197746	HSA-MIR-23B	0.107171
ENSG00000180626	HSA-MIR-29C	0.107171
ENSG00000079246	HSA-MIR-185	0.107171
ENSG00000058866	HSA-MIR-502	0.107171
ENSG00000176108	HSA-MIR-409	0.107171
ENSG00000102226	HSA-MIR-362	0.107171
ENSG00000060718	HSA-MIR-365A	0.10717
ENSG00000165660	HSA-MIR-505	0.107169
ENSG00000165434	HSA-MIR-1270	0.107169
ENSG00000137807	HSA-MIR-1468	0.107168
ENSG00000104951	HSA-MIR-590	0.107167
ENSG00000065325	HSA-MIR-101-2	0.107167
ENSG00000164366	HSA-MIR-24-2	0.107165
ENSG00000070269	HSA-MIR-331	0.107165
ENSG00000163703	HSA-MIR-664A	0.107165
ENSG00000123360	HSA-MIR-653	0.107164
ENSG00000163221	HSA-MIR-660	0.107164
ENSG00000105509	HSA-MIR-340	0.107164
ENSG00000188732	HSA-MIR-4677	0.107163
ENSG00000116898	HSA-MIR-181A-2	0.107163
ENSG00000173267	HSA-MIR-378C	0.107163
ENSG00000184752	HSA-MIR-489	0.107162
ENSG00000272899	HSA-MIR-23B	0.107161
ENSG00000176358	HSA-MIR-30D	0.10716
ENSG00000180535	HSA-MIR-1976	0.10716
ENSG00000116663	HSA-MIR-1468	0.107159
ENSG00000040487	HSA-MIR-135A-2	0.107158
ENSG00000167468	HSA-MIR-181A-1	0.107157
ENSG00000188868	HSA-MIR-486-1	0.107155
ENSG00000152785	HSA-LET-7A-3	0.107154
ENSG00000165795	HSA-MIR-324	0.107154
ENSG00000120688	HSA-MIR-10A	0.107151
ENSG00000100304	HSA-MIR-330	0.107151
ENSG00000074276	HSA-MIR-1266	0.107151
ENSG00000106344	HSA-MIR-16-2	0.107151
ENSG00000198612	HSA-MIR-199B	0.10715
ENSG00000180694	HSA-MIR-34A	0.107149
ENSG00000006377	HSA-MIR-200B	0.107147
ENSG00000188818	HSA-MIR-143	0.107147
ENSG00000080608	HSA-MIR-128-2	0.107146
ENSG00000162383	HSA-MIR-301A	0.107146
ENSG00000163354	HSA-MIR-144	0.107145
ENSG00000230989	HSA-MIR-136	0.107144
ENSG00000118271	HSA-MIR-653	0.107144
ENSG00000180611	HSA-MIR-20B	0.107144
ENSG00000117322	HSA-MIR-100	0.107144
ENSG00000072195	HSA-MIR-144	0.107143
ENSG00000204217	HSA-MIR-592	0.107142
ENSG00000163349	HSA-MIR-374B	0.107141
ENSG00000120314	HSA-MIR-33A	0.107141
ENSG00000148848	HSA-MIR-592	0.10714
ENSG00000177732	HSA-MIR-590	0.107139
ENSG00000173334	HSA-MIR-664A	0.107139
ENSG00000183426	HSA-MIR-577	0.107138
ENSG00000126822	HSA-MIR-497	0.107138
ENSG00000155366	HSA-MIR-514A-1	0.107137
ENSG00000164611	HSA-MIR-143	0.107137
ENSG00000182700	HSA-MIR-31	0.107137
ENSG00000107882	HSA-MIR-193A	0.107137
ENSG00000063244	HSA-MIR-429	0.107135
ENSG00000256771	HSA-MIR-664B	0.107135
ENSG00000122133	HSA-MIR-199A-2	0.107135
ENSG00000166483	HSA-MIR-19B-1	0.107134
ENSG00000135338	HSA-MIR-125B-1	0.107134
ENSG00000176340	HSA-MIR-508	0.107134
ENSG00000140497	HSA-MIR-1287	0.107134
ENSG00000100147	HSA-MIR-625	0.107133
ENSG00000166535	HSA-MIR-374B	0.107133
ENSG00000170345	HSA-MIR-1271	0.107132
ENSG00000113163	HSA-MIR-425	0.107132
ENSG00000139926	HSA-MIR-100	0.107132
ENSG00000146426	HSA-MIR-199A-1	0.107131
ENSG00000106688	HSA-MIR-1269A	0.10713
ENSG00000138308	HSA-MIR-505	0.10713
ENSG00000213512	HSA-MIR-92A-1	0.10713
ENSG00000213988	HSA-LET-7D	0.10713
ENSG00000114738	HSA-MIR-186	0.107128
ENSG00000009335	HSA-MIR-29A	0.107128
ENSG00000100321	HSA-MIR-17	0.107128
ENSG00000108691	HSA-MIR-378A	0.107127
ENSG00000104853	HSA-MIR-296	0.107124
ENSG00000099381	HSA-MIR-18A	0.107124
ENSG00000140548	HSA-MIR-664B	0.107121
ENSG00000219481	HSA-MIR-135A-2	0.10712
ENSG00000068001	HSA-MIR-652	0.10712
ENSG00000162775	HSA-MIR-129-2	0.10712
ENSG00000162813	HSA-MIR-188	0.107119
ENSG00000137801	HSA-MIR-218-1	0.107119
ENSG00000163161	HSA-MIR-217	0.107116
ENSG00000177463	HSA-MIR-15A	0.107116
ENSG00000145022	HSA-MIR-153-2	0.107115
ENSG00000206053	HSA-MIR-1307	0.107114
ENSG00000124942	HSA-MIR-378C	0.107113
ENSG00000165966	HSA-MIR-766	0.107112
ENSG00000175137	HSA-MIR-92B	0.10711
ENSG00000110888	HSA-MIR-9-1	0.10711
ENSG00000173486	HSA-MIR-17	0.107109
ENSG00000198863	HSA-MIR-338	0.107108
ENSG00000174669	HSA-MIR-129-2	0.107108
ENSG00000126353	HSA-MIR-362	0.107108
ENSG00000158856	HSA-MIR-503	0.107108
ENSG00000070019	HSA-MIR-29C	0.107107
ENSG00000139220	HSA-MIR-1976	0.107106
ENSG00000153714	HSA-MIR-708	0.107106
ENSG00000182704	HSA-MIR-374B	0.107105
ENSG00000259120	HSA-MIR-1266	0.107105
ENSG00000138031	HSA-MIR-107	0.107103
ENSG00000182732	HSA-MIR-500A	0.107102
ENSG00000110925	HSA-MIR-25	0.1071
ENSG00000091947	HSA-MIR-766	0.1071
ENSG00000156110	HSA-MIR-27A	0.107098
ENSG00000105879	HSA-MIR-31	0.107098
ENSG00000166359	HSA-MIR-1976	0.107098
ENSG00000196950	HSA-MIR-187	0.107097
ENSG00000133731	HSA-MIR-194-1	0.107095
ENSG00000177453	HSA-MIR-146B	0.107095
ENSG00000198046	HSA-MIR-199B	0.107094
ENSG00000127561	HSA-MIR-4772	0.107094
ENSG00000181007	HSA-MIR-23A	0.107094
ENSG00000158296	HSA-MIR-196B	0.107094
ENSG00000143256	HSA-LET-7A-2	0.107093
ENSG00000180745	HSA-MIR-590	0.107093
ENSG00000134287	HSA-MIR-200C	0.107091
ENSG00000159733	HSA-MIR-1251	0.107091
ENSG00000142961	HSA-MIR-195	0.107091
ENSG00000118418	HSA-MIR-133A-2	0.10709
ENSG00000135766	HSA-MIR-28	0.107089
ENSG00000140992	HSA-MIR-1307	0.107089
ENSG00000251322	HSA-MIR-22	0.107089
ENSG00000108395	HSA-MIR-331	0.107088
ENSG00000112701	HSA-MIR-381	0.107088
ENSG00000091536	HSA-MIR-196B	0.107087
ENSG00000171777	HSA-MIR-497	0.107087
ENSG00000166971	HSA-MIR-326	0.107086
ENSG00000119986	HSA-MIR-378C	0.107085
ENSG00000273820	HSA-LET-7G	0.107083
ENSG00000100814	HSA-MIR-337	0.107082
ENSG00000144649	HSA-MIR-1271	0.107081
ENSG00000075711	HSA-MIR-502	0.10708
ENSG00000203668	HSA-MIR-92A-1	0.10708
ENSG00000198815	HSA-MIR-1307	0.107079
ENSG00000160293	HSA-MIR-361	0.107079
ENSG00000141756	HSA-MIR-19B-2	0.107078
ENSG00000113141	HSA-LET-7B	0.107077
ENSG00000105053	HSA-MIR-128-2	0.107077
ENSG00000123191	HSA-MIR-199A-1	0.107075
ENSG00000188822	HSA-MIR-450A-1	0.107073
ENSG00000082512	HSA-MIR-30D	0.107072
ENSG00000242612	HSA-MIR-451A	0.107072
ENSG00000100122	HSA-MIR-484	0.107071
ENSG00000172059	HSA-MIR-451A	0.10707
ENSG00000178966	HSA-MIR-27A	0.107069
ENSG00000104998	HSA-MIR-532	0.107068
ENSG00000169715	HSA-MIR-766	0.107068
ENSG00000166482	HSA-MIR-409	0.107066
ENSG00000151364	HSA-MIR-22	0.107066
ENSG00000137942	HSA-MIR-186	0.107066
ENSG00000135547	HSA-MIR-33A	0.107065
ENSG00000148357	HSA-MIR-136	0.107065
ENSG00000155275	HSA-MIR-99B	0.107064
ENSG00000206113	HSA-MIR-301A	0.107063
ENSG00000197520	HSA-MIR-532	0.107062
ENSG00000145022	HSA-MIR-766	0.107062
ENSG00000170369	HSA-MIR-483	0.107061
ENSG00000134690	HSA-MIR-4668	0.107061
ENSG00000163001	HSA-MIR-106B	0.10706
ENSG00000184361	HSA-MIR-26A-1	0.10706
ENSG00000186787	HSA-MIR-664B	0.10706
ENSG00000198417	HSA-MIR-203B	0.107059
ENSG00000167550	HSA-MIR-1307	0.107059
ENSG00000135632	HSA-MIR-25	0.107058
ENSG00000261236	HSA-MIR-129-2	0.107058
ENSG00000013810	HSA-MIR-223	0.107058
ENSG00000134283	HSA-MIR-431	0.107056
ENSG00000158806	HSA-MIR-889	0.107056
ENSG00000154767	HSA-MIR-1180	0.107055
ENSG00000166704	HSA-MIR-3074	0.107054
ENSG00000162687	HSA-MIR-125A	0.107054
ENSG00000102445	HSA-MIR-214	0.107053
ENSG00000171241	HSA-MIR-365A	0.107052
ENSG00000112333	HSA-MIR-200C	0.107049
ENSG00000180447	HSA-LET-7B	0.107049
ENSG00000115361	HSA-MIR-20B	0.107049
ENSG00000187801	HSA-MIR-130A	0.107049
ENSG00000148143	HSA-MIR-369	0.107048
ENSG00000203724	HSA-MIR-27A	0.107047
ENSG00000118046	HSA-LET-7A-2	0.107046
ENSG00000118162	HSA-MIR-150	0.107046
ENSG00000131462	HSA-MIR-30B	0.107045
ENSG00000162366	HSA-MIR-133A-1	0.107045
ENSG00000121897	HSA-MIR-369	0.107044
ENSG00000169189	HSA-MIR-509-3	0.107044
ENSG00000150764	HSA-MIR-25	0.107043
ENSG00000130035	HSA-MIR-532	0.10704
ENSG00000198515	HSA-LET-7F-1	0.107039
ENSG00000073614	HSA-MIR-92A-2	0.107038
ENSG00000180011	HSA-MIR-26A-2	0.107038
ENSG00000203950	HSA-MIR-29B-2	0.107038
ENSG00000175899	HSA-MIR-27A	0.107036
ENSG00000126773	HSA-MIR-195	0.107035
ENSG00000197620	HSA-MIR-199A-1	0.107034
ENSG00000121895	HSA-MIR-338	0.107032
ENSG00000123329	HSA-MIR-362	0.107031
ENSG00000109118	HSA-MIR-23A	0.107029
ENSG00000184923	HSA-MIR-660	0.107026
ENSG00000234857	HSA-MIR-183	0.107026
ENSG00000137135	HSA-MIR-338	0.107022
ENSG00000101052	HSA-MIR-495	0.107021
ENSG00000116337	HSA-MIR-93	0.107021
ENSG00000124383	HSA-MIR-625	0.10702
ENSG00000100124	HSA-MIR-188	0.10702
ENSG00000104332	HSA-LET-7F-1	0.107019
ENSG00000146674	HSA-MIR-887	0.107018
ENSG00000187017	HSA-MIR-181A-2	0.107015
ENSG00000127314	HSA-MIR-146A	0.107015
ENSG00000123610	HSA-MIR-132	0.107015
ENSG00000012660	HSA-MIR-19B-2	0.107014
ENSG00000163636	HSA-MIR-92A-2	0.107013
ENSG00000125775	HSA-MIR-20B	0.107011
ENSG00000185669	HSA-MIR-409	0.10701
ENSG00000133055	HSA-MIR-708	0.107009
ENSG00000184207	HSA-MIR-574	0.107008
ENSG00000115935	HSA-MIR-122	0.107007
ENSG00000163710	HSA-MIR-133A-2	0.107007
ENSG00000196329	HSA-MIR-574	0.107007
ENSG00000143761	HSA-MIR-381	0.107007
ENSG00000124177	HSA-MIR-31	0.107006
ENSG00000188171	HSA-MIR-186	0.107005
ENSG00000132591	HSA-MIR-221	0.107004
ENSG00000147316	HSA-MIR-19B-2	0.107004
ENSG00000023839	HSA-MIR-451A	0.107004
ENSG00000135720	HSA-MIR-495	0.107002
ENSG00000143190	HSA-MIR-539	0.107001
ENSG00000128534	HSA-MIR-196A-1	0.107001
ENSG00000123358	HSA-MIR-653	0.107001
ENSG00000173926	HSA-MIR-146A	0.107001
ENSG00000126070	HSA-MIR-1287	0.107
ENSG00000135253	HSA-MIR-887	0.107
ENSG00000198700	HSA-MIR-106B	0.107
ENSG00000138785	HSA-MIR-200A	0.106999
ENSG00000142534	HSA-MIR-10B	0.106998
ENSG00000102901	HSA-MIR-96	0.106998
ENSG00000148344	HSA-MIR-1301	0.106998
ENSG00000105472	HSA-MIR-92A-2	0.106998
ENSG00000105617	HSA-MIR-217	0.106997
ENSG00000168610	HSA-MIR-1287	0.106997
ENSG00000166997	HSA-MIR-497	0.106994
ENSG00000185291	HSA-LET-7A-3	0.106994
ENSG00000169085	HSA-MIR-93	0.106993
ENSG00000111713	HSA-MIR-135A-2	0.106993
ENSG00000155158	HSA-MIR-126	0.106992
ENSG00000111729	HSA-MIR-664A	0.106991
ENSG00000132881	HSA-MIR-18A	0.106991
ENSG00000224877	HSA-MIR-599	0.10699
ENSG00000107672	HSA-MIR-98	0.106988
ENSG00000168079	HSA-LET-7C	0.106988
ENSG00000274070	HSA-MIR-1271	0.106987
ENSG00000107863	HSA-MIR-135A-2	0.106986
ENSG00000141738	HSA-MIR-21	0.106986
ENSG00000160094	HSA-MIR-501	0.106985
ENSG00000165672	HSA-MIR-424	0.106985
ENSG00000125910	HSA-MIR-155	0.106984
ENSG00000148153	HSA-MIR-132	0.106984
ENSG00000171148	HSA-MIR-542	0.106984
ENSG00000168135	HSA-MIR-3065	0.10698
ENSG00000101843	HSA-MIR-29C	0.106979
ENSG00000091844	HSA-MIR-450B	0.106979
ENSG00000144591	HSA-MIR-3065	0.106978
ENSG00000131828	HSA-MIR-181B-2	0.106977
ENSG00000007350	HSA-MIR-539	0.106977
ENSG00000119866	HSA-MIR-599	0.106976
ENSG00000264230	HSA-MIR-101-2	0.106976
ENSG00000058085	HSA-MIR-26B	0.106976
ENSG00000111596	HSA-MIR-1251	0.106976
ENSG00000111276	HSA-MIR-301A	0.106975
ENSG00000167202	HSA-LET-7D	0.106975
ENSG00000175984	HSA-MIR-29B-2	0.106972
ENSG00000127920	HSA-MIR-330	0.106972
ENSG00000116001	HSA-MIR-1306	0.106972
ENSG00000185651	HSA-MIR-107	0.106971
ENSG00000162814	HSA-MIR-381	0.10697
ENSG00000119042	HSA-MIR-1271	0.106967
