Source	Target	MI
ENSG00000109107	HSA-MIR-29C	0.114643
ENSG00000128652	HSA-MIR-10B	0.114635
ENSG00000120068	HSA-MIR-10A	0.114587
ENSG00000178234	HSA-MIR-29A	0.114484
ENSG00000231852	HSA-MIR-23B	0.114151
ENSG00000198597	HSA-MIR-16-1	0.113825
ENSG00000204116	HSA-MIR-361	0.113824
ENSG00000123388	HSA-MIR-196A-1	0.113803
ENSG00000112242	HSA-MIR-16-1	0.113548
ENSG00000116191	HSA-MIR-15A	0.113243
ENSG00000070961	HSA-MIR-106B	0.113151
ENSG00000149480	HSA-MIR-486-1	0.113143
ENSG00000184857	HSA-MIR-15A	0.113042
ENSG00000066629	HSA-MIR-103A-1	0.112974
ENSG00000155897	HSA-MIR-362	0.112927
ENSG00000084636	HSA-MIR-592	0.112621
ENSG00000138135	HSA-MIR-20A	0.112594
ENSG00000105750	HSA-MIR-3065	0.112518
ENSG00000197724	HSA-MIR-16-2	0.112436
ENSG00000052126	HSA-MIR-26A-2	0.112395
ENSG00000197757	HSA-MIR-34C	0.112188
ENSG00000160688	HSA-MIR-92B	0.112176
ENSG00000149554	HSA-MIR-139	0.112088
ENSG00000183665	HSA-MIR-30D	0.111679
ENSG00000169071	HSA-MIR-296	0.111283
ENSG00000146285	HSA-MIR-150	0.111169
ENSG00000160818	HSA-MIR-92B	0.110826
ENSG00000160551	HSA-MIR-423	0.110777
ENSG00000116771	HSA-MIR-584	0.110742
ENSG00000185499	HSA-MIR-92B	0.110666
ENSG00000006534	HSA-MIR-29B-1	0.110612
ENSG00000158470	HSA-LET-7F-2	0.110577
ENSG00000086475	HSA-MIR-221	0.110366
ENSG00000095787	HSA-MIR-193B	0.110255
ENSG00000114999	HSA-MIR-664B	0.110008
ENSG00000110693	HSA-MIR-132	0.109846
ENSG00000173261	HSA-MIR-454	0.109787
ENSG00000083223	HSA-MIR-204	0.109757
ENSG00000153044	HSA-MIR-25	0.109756
ENSG00000171914	HSA-MIR-190A	0.109741
ENSG00000181617	HSA-MIR-891A	0.109679
ENSG00000005486	HSA-MIR-3170	0.109669
ENSG00000166949	HSA-MIR-126	0.109602
ENSG00000164649	HSA-MIR-128-1	0.109542
ENSG00000130643	HSA-MIR-181C	0.109537
ENSG00000159403	HSA-MIR-489	0.10925
ENSG00000186051	HSA-MIR-4677	0.109232
ENSG00000105829	HSA-MIR-96	0.10878
ENSG00000106004	HSA-MIR-196B	0.108759
ENSG00000173200	HSA-MIR-33A	0.10863
ENSG00000021776	HSA-MIR-379	0.108424
ENSG00000171161	HSA-MIR-28	0.108353
ENSG00000258986	HSA-MIR-193B	0.108349
ENSG00000130762	HSA-MIR-28	0.108317
ENSG00000102858	HSA-MIR-501	0.108304
ENSG00000125384	HSA-MIR-150	0.108303
ENSG00000089818	HSA-MIR-24-1	0.108259
ENSG00000131831	HSA-MIR-135A-1	0.108168
ENSG00000099139	HSA-MIR-148A	0.108104
ENSG00000159882	HSA-MIR-758	0.107938
ENSG00000112365	HSA-MIR-22	0.107901
ENSG00000123810	HSA-MIR-598	0.107822
ENSG00000170498	HSA-MIR-30D	0.107787
ENSG00000121270	HSA-MIR-409	0.107784
ENSG00000079385	HSA-MIR-296	0.107759
ENSG00000133812	HSA-MIR-130A	0.107693
ENSG00000159588	HSA-MIR-451A	0.107521
ENSG00000168813	HSA-MIR-125A	0.107475
ENSG00000186376	HSA-MIR-361	0.107254
ENSG00000183161	HSA-MIR-16-1	0.107211
ENSG00000139697	HSA-MIR-628	0.107178
ENSG00000080031	HSA-MIR-26B	0.106993
ENSG00000159176	HSA-MIR-199A-1	0.106887
ENSG00000188735	HSA-MIR-200C	0.106814
ENSG00000204152	HSA-MIR-192	0.106805
ENSG00000147050	HSA-MIR-625	0.106724
ENSG00000184545	HSA-MIR-28	0.106539
ENSG00000169398	HSA-MIR-151A	0.10652
ENSG00000255823	HSA-MIR-361	0.106492
ENSG00000131771	HSA-MIR-1266	0.106484
ENSG00000101452	HSA-MIR-576	0.106343
ENSG00000184007	HSA-MIR-378A	0.106302
ENSG00000095777	HSA-MIR-196A-2	0.106298
ENSG00000158169	HSA-MIR-27B	0.106214
ENSG00000131080	HSA-MIR-34A	0.106205
ENSG00000197256	HSA-MIR-106B	0.106066
ENSG00000118094	HSA-MIR-190A	0.105903
ENSG00000107581	HSA-MIR-452	0.105848
ENSG00000100288	HSA-MIR-149	0.105798
ENSG00000101189	HSA-MIR-106B	0.10573
ENSG00000168496	HSA-MIR-363	0.10573
ENSG00000188157	HSA-MIR-15A	0.10571
ENSG00000129173	HSA-MIR-598	0.105656
ENSG00000120533	HSA-MIR-151A	0.105487
ENSG00000054523	HSA-MIR-1468	0.105437
ENSG00000081721	HSA-MIR-92B	0.10535
ENSG00000186810	HSA-MIR-103A-1	0.10523
ENSG00000251192	HSA-MIR-103A-2	0.105228
ENSG00000067208	HSA-MIR-205	0.105211
ENSG00000015413	HSA-MIR-4772	0.105173
ENSG00000204428	HSA-MIR-134	0.105047
ENSG00000123570	HSA-MIR-664A	0.104999
ENSG00000142185	HSA-MIR-599	0.104994
ENSG00000198791	HSA-MIR-628	0.104864
ENSG00000132879	HSA-MIR-758	0.104799
ENSG00000205420	HSA-MIR-1301	0.104745
ENSG00000113721	HSA-MIR-199A-1	0.104734
ENSG00000100209	HSA-MIR-4677	0.104726
ENSG00000159176	HSA-MIR-199A-2	0.104679
ENSG00000146425	HSA-MIR-30A	0.104674
ENSG00000100360	HSA-MIR-190A	0.104667
ENSG00000132294	HSA-MIR-330	0.104644
ENSG00000110025	HSA-MIR-379	0.104534
ENSG00000177853	HSA-MIR-378C	0.104484
ENSG00000138382	HSA-MIR-92B	0.104441
ENSG00000145912	HSA-MIR-744	0.1044
ENSG00000101972	HSA-MIR-374B	0.104382
ENSG00000198353	HSA-MIR-615	0.10424
ENSG00000061987	HSA-LET-7I	0.104015
ENSG00000123388	HSA-MIR-196A-2	0.103854
ENSG00000108175	HSA-MIR-134	0.103832
ENSG00000099821	HSA-MIR-574	0.103788
ENSG00000165912	HSA-MIR-15A	0.103778
ENSG00000134574	HSA-MIR-34A	0.103749
ENSG00000113387	HSA-MIR-187	0.103704
ENSG00000100968	HSA-MIR-214	0.103694
ENSG00000198162	HSA-MIR-337	0.103654
ENSG00000123066	HSA-MIR-223	0.103636
ENSG00000169895	HSA-MIR-146B	0.10343
ENSG00000167244	HSA-MIR-483	0.103397
ENSG00000116266	HSA-MIR-125B-2	0.103361
ENSG00000115568	HSA-MIR-26B	0.103347
ENSG00000105290	HSA-MIR-509-3	0.103318
ENSG00000108599	HSA-MIR-193B	0.103312
ENSG00000166507	HSA-MIR-153-2	0.103289
ENSG00000149260	HSA-MIR-125B-1	0.103203
ENSG00000106397	HSA-MIR-29A	0.103084
ENSG00000121361	HSA-MIR-584	0.103062
ENSG00000010318	HSA-MIR-629	0.103024
ENSG00000118922	HSA-MIR-122	0.102916
ENSG00000172667	HSA-MIR-34A	0.102864
ENSG00000136114	HSA-MIR-145	0.102783
ENSG00000205978	HSA-MIR-4677	0.102774
ENSG00000137699	HSA-MIR-133A-1	0.102753
ENSG00000105426	HSA-MIR-29C	0.102737
ENSG00000239857	HSA-MIR-514A-2	0.102727
ENSG00000121552	HSA-MIR-503	0.102709
ENSG00000113905	HSA-MIR-203B	0.102621
ENSG00000113296	HSA-MIR-127	0.102456
ENSG00000162408	HSA-MIR-328	0.102391
ENSG00000128463	HSA-MIR-106B	0.102268
ENSG00000140199	HSA-MIR-20A	0.102263
ENSG00000171303	HSA-MIR-590	0.102175
ENSG00000107902	HSA-MIR-27A	0.102089
ENSG00000176971	HSA-MIR-539	0.102068
ENSG00000196458	HSA-MIR-149	0.102061
ENSG00000131759	HSA-MIR-30E	0.102013
ENSG00000110047	HSA-MIR-21	0.102009
ENSG00000176399	HSA-MIR-221	0.101861
ENSG00000151651	HSA-MIR-337	0.101846
ENSG00000105427	HSA-MIR-511	0.101845
ENSG00000151092	HSA-MIR-15A	0.101798
ENSG00000004660	HSA-MIR-29B-1	0.101688
ENSG00000115902	HSA-MIR-1976	0.101645
ENSG00000149489	HSA-MIR-361	0.101606
ENSG00000112855	HSA-MIR-486-1	0.101583
ENSG00000198597	HSA-MIR-16-2	0.101542
ENSG00000179950	HSA-MIR-30D	0.101474
ENSG00000082175	HSA-MIR-30D	0.101463
ENSG00000151229	HSA-MIR-195	0.101379
ENSG00000158470	HSA-LET-7F-1	0.101364
ENSG00000001461	HSA-MIR-425	0.101357
ENSG00000126870	HSA-MIR-29A	0.101337
ENSG00000278259	HSA-MIR-1307	0.101333
ENSG00000115042	HSA-MIR-10B	0.10127
ENSG00000168575	HSA-MIR-1180	0.101269
ENSG00000100599	HSA-MIR-1301	0.101113
ENSG00000069974	HSA-MIR-625	0.101083
ENSG00000131188	HSA-MIR-484	0.101018
ENSG00000143799	HSA-MIR-542	0.100946
ENSG00000124701	HSA-MIR-145	0.100887
ENSG00000095059	HSA-MIR-19A	0.100841
ENSG00000091583	HSA-MIR-7-1	0.100781
ENSG00000131263	HSA-MIR-708	0.100765
ENSG00000086827	HSA-MIR-15A	0.100696
ENSG00000147677	HSA-MIR-200A	0.100696
ENSG00000125503	HSA-MIR-125A	0.100684
ENSG00000111300	HSA-MIR-1270	0.100673
ENSG00000185480	HSA-MIR-495	0.10063
ENSG00000137502	HSA-MIR-598	0.10061
ENSG00000146839	HSA-MIR-129-2	0.100557
ENSG00000088280	HSA-MIR-1180	0.100544
ENSG00000006459	HSA-MIR-18A	0.100514
ENSG00000092051	HSA-MIR-149	0.100472
ENSG00000119547	HSA-MIR-363	0.100452
ENSG00000146676	HSA-MIR-1-2	0.100451
ENSG00000120008	HSA-MIR-135A-1	0.100445
ENSG00000211584	HSA-MIR-484	0.100441
ENSG00000102401	HSA-MIR-378A	0.1004
ENSG00000140105	HSA-MIR-16-1	0.100362
ENSG00000260001	HSA-MIR-26B	0.100349
ENSG00000166016	HSA-MIR-200C	0.100334
ENSG00000131724	HSA-MIR-374B	0.100263
ENSG00000172336	HSA-MIR-758	0.100232
ENSG00000177051	HSA-MIR-125A	0.100219
ENSG00000198934	HSA-MIR-181A-1	0.100148
ENSG00000065325	HSA-MIR-107	0.100147
ENSG00000251192	HSA-MIR-103A-1	0.100098
ENSG00000196821	HSA-MIR-29A	0.100081
ENSG00000211584	HSA-MIR-30E	0.100016
ENSG00000170476	HSA-MIR-145	0.0999861
ENSG00000198642	HSA-MIR-16-1	0.0999473
ENSG00000114529	HSA-MIR-9-3	0.0998075
ENSG00000116396	HSA-MIR-128-2	0.0997937
ENSG00000187714	HSA-MIR-331	0.0997596
ENSG00000008952	HSA-MIR-671	0.0997176
ENSG00000164035	HSA-MIR-139	0.0996965
ENSG00000159348	HSA-MIR-29B-2	0.0996769
ENSG00000100504	HSA-MIR-99B	0.0996761
ENSG00000162616	HSA-MIR-3074	0.0996593
ENSG00000086300	HSA-MIR-584	0.0996486
ENSG00000120008	HSA-MIR-224	0.0995388
ENSG00000112473	HSA-MIR-429	0.0995265
ENSG00000113391	HSA-MIR-628	0.0995131
ENSG00000181744	HSA-MIR-335	0.0994502
ENSG00000183161	HSA-MIR-16-2	0.0994401
ENSG00000275385	HSA-MIR-141	0.0994339
ENSG00000048991	HSA-MIR-188	0.099358
ENSG00000070759	HSA-MIR-20A	0.0993495
ENSG00000112182	HSA-MIR-150	0.0992345
ENSG00000276070	HSA-LET-7A-1	0.0991684
ENSG00000185009	HSA-MIR-509-3	0.099125
ENSG00000188419	HSA-MIR-361	0.0990785
ENSG00000163378	HSA-MIR-744	0.0990718
ENSG00000106511	HSA-MIR-671	0.0990661
ENSG00000128191	HSA-MIR-30C-2	0.0990589
ENSG00000158467	HSA-MIR-133A-2	0.0990322
ENSG00000227471	HSA-MIR-146A	0.0989201
ENSG00000184277	HSA-MIR-151B	0.0989168
ENSG00000168615	HSA-MIR-10B	0.0989069
ENSG00000205929	HSA-MIR-452	0.0989068
ENSG00000152078	HSA-MIR-675	0.0988498
ENSG00000179091	HSA-MIR-135A-1	0.0988463
ENSG00000151240	HSA-LET-7D	0.0988208
ENSG00000139973	HSA-MIR-675	0.0987621
ENSG00000100360	HSA-MIR-653	0.0987443
ENSG00000204130	HSA-MIR-148B	0.0987407
ENSG00000080618	HSA-MIR-122	0.0987302
ENSG00000086991	HSA-MIR-885	0.0987269
ENSG00000157335	HSA-MIR-374A	0.098722
ENSG00000196639	HSA-MIR-18A	0.0986943
ENSG00000181045	HSA-MIR-1251	0.0986913
ENSG00000232119	HSA-MIR-15A	0.098683
ENSG00000163904	HSA-MIR-148A	0.0986344
ENSG00000175785	HSA-MIR-708	0.098629
ENSG00000153982	HSA-MIR-500A	0.0986271
ENSG00000272031	HSA-MIR-149	0.0986266
ENSG00000183580	HSA-MIR-887	0.0985877
ENSG00000173153	HSA-MIR-1287	0.0985537
ENSG00000163939	HSA-MIR-766	0.0985109
ENSG00000158813	HSA-MIR-26A-2	0.0984837
ENSG00000169490	HSA-MIR-301A	0.0984524
ENSG00000204120	HSA-MIR-26B	0.098412
ENSG00000163481	HSA-MIR-26B	0.0983762
ENSG00000166971	HSA-MIR-10B	0.0983626
ENSG00000110801	HSA-MIR-455	0.098346
ENSG00000170458	HSA-MIR-599	0.0983313
ENSG00000111215	HSA-MIR-654	0.098313
ENSG00000073969	HSA-MIR-29B-2	0.0982743
ENSG00000196139	HSA-MIR-26A-1	0.0981966
ENSG00000237765	HSA-MIR-196A-2	0.0981919
ENSG00000063177	HSA-MIR-486-2	0.0981801
ENSG00000173200	HSA-MIR-150	0.0981437
ENSG00000120925	HSA-MIR-30D	0.0981283
ENSG00000005020	HSA-MIR-196B	0.0981244
ENSG00000166546	HSA-MIR-92B	0.0980361
ENSG00000205726	HSA-MIR-362	0.098033
ENSG00000087152	HSA-MIR-576	0.0980307
ENSG00000122085	HSA-MIR-26B	0.0980304
ENSG00000184887	HSA-MIR-599	0.0980294
ENSG00000181350	HSA-MIR-98	0.0979725
ENSG00000008323	HSA-MIR-450B	0.0979543
ENSG00000166840	HSA-MIR-378A	0.097884
ENSG00000161513	HSA-MIR-34A	0.0978566
ENSG00000115904	HSA-MIR-18A	0.0978444
ENSG00000160818	HSA-MIR-424	0.0977974
ENSG00000196263	HSA-MIR-29C	0.0977707
ENSG00000100105	HSA-MIR-542	0.0977645
ENSG00000167984	HSA-MIR-150	0.0977171
ENSG00000126458	HSA-MIR-331	0.0976955
ENSG00000174599	HSA-MIR-7-1	0.097666
ENSG00000163624	HSA-MIR-15B	0.0976257
ENSG00000213585	HSA-MIR-26B	0.0976142
ENSG00000008952	HSA-MIR-675	0.0976048
ENSG00000123338	HSA-MIR-150	0.0975855
ENSG00000073670	HSA-MIR-1976	0.0975739
ENSG00000005075	HSA-MIR-29A	0.097561
ENSG00000140416	HSA-MIR-362	0.0975132
ENSG00000187634	HSA-MIR-192	0.0974841
ENSG00000107099	HSA-MIR-382	0.0974731
ENSG00000150540	HSA-MIR-542	0.0973699
ENSG00000180998	HSA-MIR-19B-1	0.0973673
ENSG00000196912	HSA-MIR-128-2	0.0973475
ENSG00000133317	HSA-MIR-501	0.0973445
ENSG00000183742	HSA-MIR-592	0.0972985
ENSG00000229474	HSA-MIR-29B-1	0.0972744
ENSG00000166839	HSA-MIR-502	0.0972514
ENSG00000112149	HSA-MIR-489	0.0972235
ENSG00000135272	HSA-MIR-4668	0.0972129
ENSG00000198373	HSA-MIR-140	0.0972122
ENSG00000135960	HSA-MIR-30C-2	0.097205
ENSG00000119929	HSA-MIR-500B	0.0971931
ENSG00000166669	HSA-MIR-17	0.0971651
ENSG00000113721	HSA-MIR-199A-2	0.0971381
ENSG00000138434	HSA-MIR-199A-2	0.0971098
ENSG00000140398	HSA-MIR-369	0.0971004
ENSG00000241468	HSA-MIR-29A	0.0970875
ENSG00000198771	HSA-MIR-218-2	0.0970787
ENSG00000189420	HSA-MIR-598	0.0970704
ENSG00000145912	HSA-MIR-362	0.0970661
ENSG00000121022	HSA-MIR-135A-1	0.0970573
ENSG00000127415	HSA-MIR-145	0.0970497
ENSG00000147586	HSA-MIR-151A	0.0970229
ENSG00000163166	HSA-MIR-93	0.0970113
ENSG00000087502	HSA-MIR-769	0.0970086
ENSG00000142405	HSA-MIR-223	0.097007
ENSG00000113312	HSA-MIR-369	0.0969748
ENSG00000114779	HSA-MIR-181C	0.0969692
ENSG00000110717	HSA-MIR-331	0.0969559
ENSG00000009950	HSA-MIR-93	0.0969386
ENSG00000149292	HSA-MIR-337	0.0969159
ENSG00000168090	HSA-MIR-29A	0.0968089
ENSG00000133134	HSA-MIR-29A	0.096775
ENSG00000198598	HSA-MIR-181A-1	0.0967565
ENSG00000159348	HSA-MIR-29B-1	0.0967417
ENSG00000187531	HSA-MIR-141	0.096721
ENSG00000054219	HSA-MIR-361	0.0966874
ENSG00000113262	HSA-MIR-1271	0.0966865
ENSG00000159450	HSA-MIR-23A	0.0966655
ENSG00000118729	HSA-MIR-1-1	0.096662
ENSG00000004809	HSA-MIR-92A-1	0.0966421
ENSG00000205571	HSA-MIR-330	0.0966368
ENSG00000164896	HSA-MIR-29A	0.0966329
ENSG00000106069	HSA-MIR-337	0.096622
ENSG00000109046	HSA-MIR-18A	0.0965973
ENSG00000171223	HSA-MIR-181D	0.0965932
ENSG00000183283	HSA-MIR-26A-2	0.0965629
ENSG00000101608	HSA-MIR-328	0.0965423
ENSG00000113263	HSA-MIR-542	0.0965297
ENSG00000105426	HSA-MIR-652	0.0964935
ENSG00000159905	HSA-MIR-508	0.0964741
ENSG00000120594	HSA-MIR-484	0.0964047
ENSG00000100523	HSA-MIR-664B	0.0964043
ENSG00000130826	HSA-MIR-664A	0.0963989
ENSG00000164292	HSA-MIR-378A	0.0963955
ENSG00000170439	HSA-MIR-486-1	0.0963819
ENSG00000162711	HSA-MIR-182	0.0963668
ENSG00000138028	HSA-MIR-1251	0.096358
ENSG00000007216	HSA-MIR-511	0.0963495
ENSG00000129675	HSA-MIR-221	0.0963448
ENSG00000177463	HSA-MIR-30E	0.0963253
ENSG00000165417	HSA-LET-7F-2	0.096304
ENSG00000093167	HSA-MIR-146B	0.0962597
ENSG00000204257	HSA-MIR-204	0.0961822
ENSG00000155090	HSA-MIR-10B	0.0961384
ENSG00000081386	HSA-MIR-30D	0.0961383
ENSG00000160194	HSA-MIR-135B	0.0961072
ENSG00000116288	HSA-MIR-1468	0.0960749
ENSG00000111181	HSA-MIR-500B	0.0960748
ENSG00000089169	HSA-MIR-652	0.0960432
ENSG00000166681	HSA-MIR-29A	0.0960374
ENSG00000137547	HSA-MIR-30D	0.0960177
ENSG00000117475	HSA-MIR-92B	0.0960108
ENSG00000214413	HSA-MIR-452	0.0959756
ENSG00000087302	HSA-MIR-205	0.0959602
ENSG00000143110	HSA-MIR-223	0.0959285
ENSG00000125037	HSA-MIR-132	0.0958873
ENSG00000168818	HSA-MIR-574	0.0958713
ENSG00000052723	HSA-MIR-1266	0.0958711
ENSG00000139329	HSA-MIR-199B	0.0958688
ENSG00000174804	HSA-MIR-708	0.0958636
ENSG00000136295	HSA-MIR-574	0.0958601
ENSG00000163848	HSA-MIR-335	0.0958117
ENSG00000159176	HSA-MIR-199B	0.0958066
ENSG00000109193	HSA-MIR-365B	0.0958035
ENSG00000135837	HSA-MIR-92B	0.0957931
ENSG00000198169	HSA-MIR-151A	0.0957819
ENSG00000105219	HSA-MIR-193A	0.0957707
ENSG00000181610	HSA-MIR-374B	0.0957409
ENSG00000165417	HSA-LET-7F-1	0.0956915
ENSG00000120149	HSA-MIR-29B-2	0.0956792
ENSG00000145868	HSA-MIR-150	0.0956611
ENSG00000163681	HSA-MIR-505	0.09564
ENSG00000113721	HSA-MIR-199B	0.0956385
ENSG00000134531	HSA-LET-7F-1	0.0956162
ENSG00000162729	HSA-MIR-210	0.0955831
ENSG00000225556	HSA-MIR-378C	0.0955579
ENSG00000213999	HSA-MIR-186	0.0955187
ENSG00000135063	HSA-MIR-675	0.0955178
ENSG00000144407	HSA-MIR-1270	0.0954738
ENSG00000139329	HSA-MIR-199A-1	0.0954636
ENSG00000064225	HSA-MIR-135A-2	0.0954435
ENSG00000084734	HSA-MIR-450B	0.0954399
ENSG00000184205	HSA-MIR-379	0.0954386
ENSG00000157570	HSA-MIR-361	0.0954373
ENSG00000198576	HSA-MIR-7-1	0.0954233
ENSG00000116117	HSA-MIR-379	0.0954198
ENSG00000169554	HSA-MIR-450B	0.0954031
ENSG00000138434	HSA-MIR-199A-1	0.0953757
ENSG00000079313	HSA-MIR-424	0.0953698
ENSG00000276070	HSA-LET-7A-3	0.0953498
ENSG00000163749	HSA-MIR-1-1	0.0953337
ENSG00000164692	HSA-MIR-576	0.0953181
ENSG00000109193	HSA-MIR-365A	0.0953139
ENSG00000109743	HSA-MIR-15A	0.0953027
ENSG00000131724	HSA-MIR-505	0.0952964
ENSG00000258366	HSA-MIR-181B-1	0.0952959
ENSG00000150281	HSA-MIR-125B-1	0.0952917
ENSG00000102316	HSA-MIR-361	0.0952789
ENSG00000126883	HSA-MIR-16-2	0.0952466
ENSG00000196700	HSA-MIR-217	0.0952297
ENSG00000088808	HSA-MIR-106B	0.0952276
ENSG00000170185	HSA-MIR-296	0.0951415
ENSG00000139329	HSA-MIR-199A-2	0.0951392
ENSG00000173581	HSA-MIR-148B	0.0951359
ENSG00000167302	HSA-MIR-1306	0.0951142
ENSG00000119965	HSA-MIR-365B	0.0951104
ENSG00000123472	HSA-MIR-19B-1	0.0951063
ENSG00000125735	HSA-MIR-139	0.0951036
ENSG00000147789	HSA-MIR-92A-2	0.0950954
ENSG00000198799	HSA-MIR-125B-1	0.0950881
ENSG00000188368	HSA-MIR-142	0.0950653
ENSG00000165916	HSA-MIR-144	0.095032
ENSG00000159842	HSA-MIR-215	0.0949951
ENSG00000153558	HSA-LET-7I	0.0949677
ENSG00000171757	HSA-MIR-574	0.0949656
ENSG00000100433	HSA-MIR-1296	0.0949591
ENSG00000204315	HSA-MIR-125B-2	0.0949544
ENSG00000104903	HSA-MIR-429	0.094948
ENSG00000108771	HSA-MIR-142	0.0949458
ENSG00000132881	HSA-MIR-500B	0.0949442
ENSG00000257923	HSA-MIR-382	0.0949426
ENSG00000198087	HSA-MIR-3065	0.0949103
ENSG00000124702	HSA-MIR-153-2	0.0948842
ENSG00000156885	HSA-MIR-500B	0.0948599
ENSG00000115009	HSA-MIR-1301	0.0948541
ENSG00000122515	HSA-MIR-186	0.0948242
ENSG00000134917	HSA-MIR-197	0.0948214
ENSG00000120896	HSA-MIR-217	0.0948062
ENSG00000101654	HSA-MIR-139	0.0948045
ENSG00000138623	HSA-MIR-130A	0.0948039
ENSG00000121058	HSA-MIR-122	0.0947832
ENSG00000172339	HSA-MIR-625	0.0947594
ENSG00000065559	HSA-MIR-28	0.0947279
ENSG00000163319	HSA-MIR-574	0.0947216
ENSG00000165917	HSA-MIR-26A-2	0.0946971
ENSG00000166451	HSA-MIR-26B	0.094694
ENSG00000253649	HSA-MIR-30B	0.0946781
ENSG00000154957	HSA-MIR-98	0.094672
ENSG00000152192	HSA-MIR-653	0.0946645
ENSG00000154473	HSA-MIR-452	0.0946514
ENSG00000133935	HSA-MIR-455	0.0946243
ENSG00000206172	HSA-MIR-454	0.0945961
ENSG00000177363	HSA-MIR-3170	0.0945879
ENSG00000112290	HSA-MIR-1270	0.0945761
ENSG00000105971	HSA-MIR-142	0.0945707
ENSG00000102882	HSA-MIR-223	0.0945643
ENSG00000163946	HSA-MIR-155	0.0945468
ENSG00000087301	HSA-MIR-135B	0.0945184
ENSG00000213366	HSA-MIR-215	0.0945111
ENSG00000119686	HSA-MIR-31	0.0944935
ENSG00000119314	HSA-MIR-125B-2	0.0944766
ENSG00000177374	HSA-MIR-125B-2	0.0944568
ENSG00000070190	HSA-MIR-577	0.0944521
ENSG00000276070	HSA-LET-7A-2	0.0944265
