Source	Target	MI
ENSG00000198732	HSA-MIR-30C-2	0.142447
ENSG00000144619	HSA-MIR-143	0.142339
ENSG00000148450	HSA-MIR-887	0.14233
ENSG00000206190	HSA-MIR-328	0.142217
ENSG00000144362	HSA-MIR-135B	0.142114
ENSG00000037897	HSA-MIR-1-1	0.142091
ENSG00000143545	HSA-MIR-375	0.142082
ENSG00000130876	HSA-MIR-887	0.142071
ENSG00000110013	HSA-MIR-30E	0.142006
ENSG00000123352	HSA-MIR-148B	0.141573
ENSG00000168612	HSA-MIR-708	0.141531
ENSG00000128709	HSA-MIR-30C-2	0.140777
ENSG00000205795	HSA-MIR-181A-1	0.140701
ENSG00000134900	HSA-MIR-19B-1	0.140696
ENSG00000117114	HSA-MIR-155	0.140622
ENSG00000184428	HSA-MIR-132	0.140586
ENSG00000127337	HSA-LET-7C	0.14053
ENSG00000158292	HSA-MIR-331	0.140441
ENSG00000164081	HSA-LET-7C	0.140245
ENSG00000065243	HSA-MIR-616	0.140057
ENSG00000132326	HSA-MIR-181A-2	0.140054
ENSG00000172322	HSA-MIR-584	0.139914
ENSG00000088727	HSA-MIR-128-1	0.139838
ENSG00000157017	HSA-MIR-582	0.139686
ENSG00000099219	HSA-MIR-30D	0.139626
ENSG00000186073	HSA-MIR-342	0.139412
ENSG00000186141	HSA-MIR-152	0.139
ENSG00000101343	HSA-LET-7B	0.138993
ENSG00000159445	HSA-MIR-128-2	0.138919
ENSG00000067066	HSA-MIR-26B	0.138764
ENSG00000198353	HSA-MIR-196A-2	0.13866
ENSG00000164136	HSA-MIR-486-2	0.138578
ENSG00000198732	HSA-MIR-30E	0.138436
ENSG00000151465	HSA-MIR-145	0.138435
ENSG00000120705	HSA-MIR-197	0.138297
ENSG00000131969	HSA-MIR-671	0.138287
ENSG00000204740	HSA-MIR-374B	0.138267
ENSG00000124201	HSA-MIR-296	0.138205
ENSG00000012963	HSA-MIR-125A	0.138041
ENSG00000143858	HSA-MIR-19A	0.137651
ENSG00000181827	HSA-MIR-32	0.137648
ENSG00000128016	HSA-MIR-379	0.137583
ENSG00000186642	HSA-MIR-139	0.13751
ENSG00000160870	HSA-MIR-514A-2	0.137404
ENSG00000168397	HSA-MIR-598	0.137335
ENSG00000173137	HSA-MIR-514A-2	0.137184
ENSG00000164086	HSA-MIR-197	0.137062
ENSG00000111846	HSA-MIR-501	0.137017
ENSG00000226887	HSA-MIR-362	0.13694
ENSG00000177614	HSA-MIR-181C	0.136857
ENSG00000133835	HSA-MIR-451A	0.136838
ENSG00000148677	HSA-MIR-2355	0.136792
ENSG00000163930	HSA-MIR-20A	0.136745
ENSG00000169249	HSA-MIR-29B-1	0.136742
ENSG00000259120	HSA-MIR-200B	0.136694
ENSG00000166573	HSA-MIR-93	0.136573
ENSG00000162711	HSA-MIR-582	0.136482
ENSG00000165695	HSA-MIR-26A-2	0.136276
ENSG00000234511	HSA-MIR-29A	0.136235
ENSG00000146021	HSA-MIR-874	0.136235
ENSG00000114686	HSA-MIR-33A	0.13619
ENSG00000068796	HSA-MIR-125B-2	0.136189
ENSG00000160310	HSA-MIR-26A-1	0.136071
ENSG00000147133	HSA-MIR-19B-2	0.13593
ENSG00000162174	HSA-MIR-23B	0.135826
ENSG00000143799	HSA-MIR-338	0.135808
ENSG00000244754	HSA-MIR-19B-1	0.135665
ENSG00000196189	HSA-MIR-27A	0.13561
ENSG00000198258	HSA-MIR-20B	0.135481
ENSG00000121749	HSA-MIR-26A-2	0.135298
ENSG00000124422	HSA-MIR-19B-1	0.135288
ENSG00000197635	HSA-MIR-221	0.135118
ENSG00000198185	HSA-MIR-629	0.135062
ENSG00000204519	HSA-MIR-1270	0.13469
ENSG00000100557	HSA-MIR-628	0.134618
ENSG00000092621	HSA-MIR-766	0.134613
ENSG00000143740	HSA-MIR-191	0.134589
ENSG00000123600	HSA-MIR-30D	0.134572
ENSG00000198133	HSA-MIR-21	0.134546
ENSG00000276070	HSA-MIR-1271	0.134518
ENSG00000163714	HSA-MIR-144	0.134512
ENSG00000142319	HSA-MIR-374B	0.134225
ENSG00000071073	HSA-MIR-766	0.13412
ENSG00000185958	HSA-MIR-539	0.134022
ENSG00000160471	HSA-MIR-744	0.133955
ENSG00000112782	HSA-MIR-155	0.133941
ENSG00000109272	HSA-MIR-92A-1	0.133931
ENSG00000167861	HSA-MIR-125B-2	0.133915
ENSG00000204681	HSA-MIR-664A	0.133853
ENSG00000113595	HSA-MIR-1180	0.133745
ENSG00000170027	HSA-MIR-19B-1	0.13373
ENSG00000111653	HSA-MIR-26A-2	0.133716
ENSG00000204899	HSA-MIR-218-1	0.133691
ENSG00000196405	HSA-MIR-342	0.133632
ENSG00000162676	HSA-MIR-223	0.133611
ENSG00000177614	HSA-MIR-181D	0.133517
ENSG00000244754	HSA-MIR-20A	0.13351
ENSG00000099203	HSA-MIR-30E	0.133499
ENSG00000136811	HSA-MIR-23B	0.133495
ENSG00000135597	HSA-MIR-181B-1	0.133349
ENSG00000147443	HSA-MIR-197	0.133342
ENSG00000172508	HSA-MIR-199A-1	0.133206
ENSG00000124374	HSA-MIR-509-3	0.133204
ENSG00000156500	HSA-MIR-1-2	0.133188
ENSG00000176715	HSA-MIR-625	0.133117
ENSG00000139200	HSA-MIR-191	0.133054
ENSG00000135074	HSA-MIR-140	0.132982
ENSG00000177156	HSA-MIR-629	0.132921
ENSG00000170561	HSA-MIR-199A-1	0.132868
ENSG00000100109	HSA-LET-7B	0.132702
ENSG00000211450	HSA-MIR-616	0.132666
ENSG00000187193	HSA-MIR-93	0.132665
ENSG00000129749	HSA-MIR-205	0.132637
ENSG00000084652	HSA-MIR-455	0.132558
ENSG00000122912	HSA-MIR-1180	0.13254
ENSG00000181656	HSA-MIR-25	0.132526
ENSG00000146828	HSA-MIR-100	0.132413
ENSG00000187699	HSA-MIR-133A-1	0.132379
ENSG00000187554	HSA-MIR-769	0.132375
ENSG00000049192	HSA-MIR-218-2	0.13219
ENSG00000090238	HSA-LET-7E	0.132146
ENSG00000113763	HSA-MIR-221	0.132108
ENSG00000163710	HSA-MIR-128-1	0.132103
ENSG00000115211	HSA-MIR-4677	0.132094
ENSG00000178031	HSA-MIR-125A	0.132037
ENSG00000164484	HSA-MIR-19A	0.132029
ENSG00000153707	HSA-MIR-455	0.132021
ENSG00000012061	HSA-MIR-133A-1	0.131983
ENSG00000204859	HSA-MIR-452	0.131867
ENSG00000174607	HSA-MIR-181A-1	0.131861
ENSG00000125089	HSA-MIR-503	0.131817
ENSG00000164707	HSA-MIR-127	0.131809
ENSG00000079931	HSA-MIR-874	0.131783
ENSG00000054654	HSA-MIR-195	0.131782
ENSG00000189369	HSA-MIR-197	0.131705
ENSG00000257446	HSA-MIR-1301	0.131682
ENSG00000168397	HSA-MIR-146B	0.131562
ENSG00000139974	HSA-MIR-625	0.131558
ENSG00000127831	HSA-MIR-15A	0.131509
ENSG00000078018	HSA-LET-7D	0.131468
ENSG00000153495	HSA-MIR-195	0.131436
ENSG00000013561	HSA-MIR-616	0.131433
ENSG00000204060	HSA-MIR-378A	0.131431
ENSG00000112796	HSA-MIR-27A	0.131427
ENSG00000128928	HSA-MIR-132	0.131401
ENSG00000107485	HSA-MIR-146A	0.131384
ENSG00000228672	HSA-MIR-500A	0.131351
ENSG00000049883	HSA-MIR-1271	0.131325
ENSG00000179397	HSA-MIR-615	0.131224
ENSG00000136319	HSA-MIR-20B	0.131219
ENSG00000204315	HSA-MIR-1251	0.131215
ENSG00000145041	HSA-LET-7G	0.131203
ENSG00000067798	HSA-MIR-181B-2	0.131182
ENSG00000205356	HSA-MIR-148A	0.131089
ENSG00000198353	HSA-MIR-196A-1	0.131088
ENSG00000165240	HSA-MIR-483	0.131035
ENSG00000157224	HSA-MIR-33A	0.130942
ENSG00000101911	HSA-MIR-103A-1	0.130929
ENSG00000102934	HSA-MIR-187	0.130881
ENSG00000148730	HSA-MIR-32	0.13088
ENSG00000206052	HSA-MIR-335	0.130807
ENSG00000168685	HSA-MIR-16-2	0.130781
ENSG00000171311	HSA-MIR-3170	0.130754
ENSG00000136807	HSA-MIR-26A-1	0.130728
ENSG00000182220	HSA-MIR-192	0.130637
ENSG00000095321	HSA-MIR-20B	0.130554
ENSG00000158850	HSA-MIR-891A	0.130547
ENSG00000171365	HSA-MIR-532	0.130533
ENSG00000170027	HSA-MIR-19B-2	0.13052
ENSG00000179532	HSA-MIR-218-1	0.130517
ENSG00000128709	HSA-MIR-30C-1	0.130402
ENSG00000061936	HSA-MIR-92A-2	0.130377
ENSG00000143473	HSA-MIR-29A	0.13037
ENSG00000101911	HSA-MIR-30B	0.130338
ENSG00000198898	HSA-MIR-106B	0.130324
ENSG00000203965	HSA-MIR-22	0.130173
ENSG00000152700	HSA-LET-7B	0.130155
ENSG00000172780	HSA-MIR-769	0.130105
ENSG00000063127	HSA-MIR-874	0.130049
ENSG00000127337	HSA-MIR-99A	0.130015
ENSG00000137962	HSA-MIR-222	0.129916
ENSG00000170396	HSA-MIR-1247	0.129883
ENSG00000104131	HSA-MIR-26B	0.1298
ENSG00000182985	HSA-MIR-148B	0.129579
ENSG00000162735	HSA-MIR-451A	0.129554
ENSG00000168993	HSA-MIR-664A	0.129552
ENSG00000002549	HSA-MIR-3170	0.129521
ENSG00000131019	HSA-MIR-129-2	0.129495
ENSG00000157077	HSA-MIR-27A	0.129379
ENSG00000132406	HSA-MIR-23B	0.129379
ENSG00000174628	HSA-MIR-889	0.129376
ENSG00000064300	HSA-MIR-1247	0.129336
ENSG00000141433	HSA-MIR-889	0.129316
ENSG00000169398	HSA-MIR-151A	0.129313
ENSG00000277972	HSA-MIR-1-1	0.129279
ENSG00000105373	HSA-MIR-203B	0.129091
ENSG00000149346	HSA-MIR-197	0.129076
ENSG00000171811	HSA-MIR-100	0.129076
ENSG00000164081	HSA-MIR-99A	0.129031
ENSG00000068697	HSA-MIR-217	0.129029
ENSG00000100522	HSA-MIR-345	0.12897
ENSG00000129038	HSA-MIR-454	0.128958
ENSG00000134900	HSA-MIR-19B-2	0.128951
ENSG00000198624	HSA-MIR-26A-2	0.128938
ENSG00000131153	HSA-MIR-135B	0.128926
ENSG00000005108	HSA-MIR-1251	0.128923
ENSG00000109181	HSA-MIR-326	0.128904
ENSG00000157214	HSA-MIR-574	0.128897
ENSG00000105928	HSA-MIR-589	0.128844
ENSG00000170515	HSA-MIR-484	0.128838
ENSG00000087077	HSA-MIR-381	0.12883
ENSG00000169118	HSA-MIR-4772	0.128778
ENSG00000089157	HSA-MIR-152	0.128755
ENSG00000095303	HSA-MIR-500A	0.128718
ENSG00000256660	HSA-MIR-1247	0.128684
ENSG00000116194	HSA-MIR-455	0.12868
ENSG00000168702	HSA-MIR-218-1	0.128522
ENSG00000182173	HSA-MIR-98	0.128522
ENSG00000117154	HSA-MIR-484	0.128425
ENSG00000101126	HSA-MIR-424	0.128418
ENSG00000120438	HSA-MIR-181B-1	0.128412
ENSG00000148400	HSA-MIR-204	0.128405
ENSG00000113593	HSA-MIR-1180	0.128263
ENSG00000197498	HSA-MIR-181B-1	0.128208
ENSG00000100083	HSA-MIR-30C-1	0.128199
ENSG00000155868	HSA-MIR-197	0.128176
ENSG00000178685	HSA-MIR-455	0.128115
ENSG00000188710	HSA-MIR-20B	0.128067
ENSG00000033627	HSA-MIR-34C	0.128056
ENSG00000172057	HSA-MIR-196A-1	0.128029
ENSG00000118965	HSA-MIR-25	0.128021
ENSG00000175564	HSA-MIR-375	0.127984
ENSG00000101911	HSA-MIR-103A-2	0.12789
ENSG00000143942	HSA-MIR-142	0.127888
ENSG00000138964	HSA-MIR-145	0.127852
ENSG00000077454	HSA-MIR-30A	0.127833
ENSG00000260314	HSA-LET-7G	0.127736
ENSG00000061936	HSA-MIR-92A-1	0.127698
ENSG00000143554	HSA-MIR-365A	0.127686
ENSG00000154710	HSA-MIR-92A-1	0.127683
ENSG00000135678	HSA-MIR-542	0.127652
ENSG00000179299	HSA-MIR-576	0.127629
ENSG00000152467	HSA-MIR-128-1	0.12758
ENSG00000182899	HSA-MIR-203B	0.127566
ENSG00000168273	HSA-MIR-103A-2	0.127535
ENSG00000132182	HSA-MIR-221	0.12749
ENSG00000263528	HSA-MIR-542	0.12742
ENSG00000263155	HSA-MIR-139	0.127397
ENSG00000100151	HSA-MIR-374A	0.127336
ENSG00000089327	HSA-MIR-4662A	0.127325
ENSG00000101040	HSA-MIR-19B-1	0.12732
ENSG00000166183	HSA-MIR-203A	0.127298
ENSG00000151881	HSA-MIR-183	0.12729
ENSG00000130294	HSA-LET-7B	0.127277
ENSG00000135801	HSA-MIR-28	0.127255
ENSG00000183307	HSA-MIR-342	0.127228
ENSG00000275302	HSA-MIR-501	0.127219
ENSG00000275718	HSA-MIR-339	0.127215
ENSG00000051341	HSA-MIR-142	0.127175
ENSG00000095209	HSA-MIR-190A	0.127153
ENSG00000083814	HSA-MIR-1270	0.127087
ENSG00000182446	HSA-MIR-1-1	0.127086
ENSG00000136758	HSA-MIR-409	0.12706
ENSG00000115526	HSA-MIR-10B	0.127024
ENSG00000159339	HSA-MIR-103A-2	0.127013
ENSG00000120688	HSA-MIR-92A-1	0.127009
ENSG00000158882	HSA-MIR-126	0.126948
ENSG00000258227	HSA-MIR-197	0.126932
ENSG00000004142	HSA-MIR-423	0.126919
ENSG00000139168	HSA-MIR-144	0.126907
ENSG00000162711	HSA-MIR-144	0.126895
ENSG00000148450	HSA-MIR-181D	0.126893
ENSG00000144671	HSA-MIR-221	0.126813
ENSG00000124568	HSA-MIR-486-1	0.126802
ENSG00000175182	HSA-MIR-199B	0.126789
ENSG00000113621	HSA-MIR-511	0.126788
ENSG00000067704	HSA-MIR-629	0.126779
ENSG00000118777	HSA-MIR-28	0.126764
ENSG00000060718	HSA-MIR-127	0.126762
ENSG00000116885	HSA-MIR-505	0.126708
ENSG00000149806	HSA-MIR-4677	0.126702
ENSG00000205683	HSA-MIR-628	0.126679
ENSG00000092108	HSA-MIR-503	0.126656
ENSG00000198759	HSA-MIR-424	0.12663
ENSG00000155111	HSA-MIR-181A-1	0.126564
ENSG00000142230	HSA-MIR-582	0.126435
ENSG00000184992	HSA-MIR-204	0.126399
ENSG00000111218	HSA-MIR-181C	0.12637
ENSG00000089177	HSA-MIR-19B-2	0.126343
ENSG00000164440	HSA-MIR-1-2	0.126333
ENSG00000167094	HSA-MIR-1307	0.126328
ENSG00000177989	HSA-MIR-30D	0.126321
ENSG00000065970	HSA-MIR-25	0.126311
ENSG00000164951	HSA-MIR-101-2	0.126287
ENSG00000019991	HSA-MIR-34A	0.126287
ENSG00000164332	HSA-MIR-99B	0.126249
ENSG00000167202	HSA-LET-7B	0.12624
ENSG00000119535	HSA-MIR-223	0.1262
ENSG00000242110	HSA-MIR-628	0.126197
ENSG00000186017	HSA-MIR-203A	0.126183
ENSG00000090534	HSA-MIR-146A	0.12618
ENSG00000101443	HSA-MIR-1976	0.126177
ENSG00000044459	HSA-MIR-1296	0.126165
ENSG00000135316	HSA-MIR-10A	0.126156
ENSG00000101574	HSA-MIR-675	0.126124
ENSG00000256683	HSA-MIR-1270	0.126108
ENSG00000237515	HSA-MIR-151B	0.126102
ENSG00000198455	HSA-MIR-31	0.12608
ENSG00000147316	HSA-MIR-493	0.126025
ENSG00000072954	HSA-MIR-511	0.125951
ENSG00000122966	HSA-MIR-128-1	0.125848
ENSG00000126456	HSA-MIR-27A	0.125842
ENSG00000170265	HSA-MIR-25	0.125831
ENSG00000169515	HSA-MIR-210	0.125802
ENSG00000169021	HSA-MIR-616	0.125765
ENSG00000198732	HSA-MIR-30C-1	0.125716
ENSG00000140254	HSA-MIR-222	0.125705
ENSG00000089009	HSA-MIR-500B	0.125677
ENSG00000177951	HSA-MIR-324	0.125672
ENSG00000170835	HSA-MIR-590	0.125661
ENSG00000142556	HSA-MIR-217	0.12563
ENSG00000083457	HSA-MIR-330	0.12562
ENSG00000134121	HSA-MIR-423	0.125602
ENSG00000157017	HSA-MIR-144	0.125585
ENSG00000179941	HSA-MIR-625	0.125533
ENSG00000129422	HSA-MIR-19B-1	0.125505
ENSG00000164306	HSA-MIR-505	0.125448
ENSG00000185187	HSA-LET-7B	0.125419
ENSG00000088766	HSA-MIR-1266	0.125401
ENSG00000196632	HSA-MIR-100	0.125395
ENSG00000198742	HSA-MIR-1266	0.12537
ENSG00000143554	HSA-MIR-365B	0.125333
ENSG00000162552	HSA-MIR-128-1	0.125279
ENSG00000196628	HSA-MIR-497	0.125274
ENSG00000138794	HSA-MIR-345	0.125233
ENSG00000135597	HSA-MIR-181A-1	0.125181
ENSG00000182054	HSA-MIR-331	0.125176
ENSG00000205581	HSA-MIR-26A-1	0.125171
ENSG00000122862	HSA-MIR-222	0.125164
ENSG00000103024	HSA-MIR-92A-1	0.125164
ENSG00000138670	HSA-MIR-99B	0.125159
ENSG00000120697	HSA-MIR-590	0.125131
ENSG00000197860	HSA-MIR-218-2	0.125119
ENSG00000136875	HSA-LET-7I	0.125118
ENSG00000082153	HSA-MIR-589	0.125114
ENSG00000113569	HSA-MIR-423	0.12511
ENSG00000124143	HSA-MIR-582	0.12507
ENSG00000144671	HSA-MIR-708	0.125066
ENSG00000064012	HSA-MIR-374A	0.125049
ENSG00000213676	HSA-MIR-23B	0.125035
ENSG00000269858	HSA-MIR-205	0.124986
ENSG00000135525	HSA-MIR-181A-1	0.124983
ENSG00000132612	HSA-MIR-664B	0.12487
ENSG00000156639	HSA-MIR-628	0.124827
ENSG00000170835	HSA-MIR-148A	0.124824
ENSG00000048471	HSA-MIR-495	0.124818
ENSG00000107611	HSA-MIR-664A	0.124798
ENSG00000168273	HSA-MIR-103A-1	0.124797
ENSG00000175183	HSA-MIR-196A-1	0.124783
ENSG00000171703	HSA-MIR-1266	0.124764
ENSG00000137135	HSA-MIR-27B	0.124739
ENSG00000138131	HSA-MIR-215	0.124676
ENSG00000117560	HSA-MIR-200A	0.124641
ENSG00000100429	HSA-MIR-497	0.124608
ENSG00000145907	HSA-MIR-2355	0.12458
ENSG00000112186	HSA-MIR-33A	0.124542
ENSG00000102218	HSA-MIR-539	0.124532
ENSG00000168781	HSA-MIR-497	0.124531
ENSG00000026950	HSA-MIR-374B	0.12452
ENSG00000114988	HSA-MIR-144	0.124499
ENSG00000163689	HSA-MIR-431	0.124497
ENSG00000131462	HSA-MIR-96	0.124496
ENSG00000143067	HSA-MIR-92B	0.124492
ENSG00000196932	HSA-MIR-130B	0.124489
ENSG00000181027	HSA-MIR-205	0.124417
ENSG00000130758	HSA-MIR-135B	0.124383
ENSG00000135801	HSA-MIR-222	0.124347
ENSG00000133328	HSA-MIR-128-1	0.124287
ENSG00000157388	HSA-MIR-4772	0.124273
ENSG00000213512	HSA-MIR-495	0.124251
ENSG00000145217	HSA-LET-7I	0.124243
ENSG00000164951	HSA-MIR-101-1	0.124234
ENSG00000122691	HSA-MIR-199B	0.124232
ENSG00000168140	HSA-MIR-629	0.12422
ENSG00000187742	HSA-MIR-455	0.124194
ENSG00000182230	HSA-MIR-576	0.124189
ENSG00000213066	HSA-MIR-22	0.124183
ENSG00000068438	HSA-MIR-500B	0.124168
ENSG00000126603	HSA-MIR-363	0.124163
ENSG00000135916	HSA-MIR-27A	0.124151
ENSG00000171560	HSA-MIR-1307	0.124145
ENSG00000105404	HSA-MIR-25	0.12412
ENSG00000137492	HSA-MIR-425	0.1241
ENSG00000164675	HSA-MIR-30E	0.124046
ENSG00000168904	HSA-LET-7B	0.124034
ENSG00000030419	HSA-MIR-215	0.124026
ENSG00000159339	HSA-MIR-103A-1	0.123988
ENSG00000198624	HSA-MIR-148B	0.123981
ENSG00000093167	HSA-MIR-92A-1	0.123978
ENSG00000271383	HSA-MIR-616	0.123947
ENSG00000127603	HSA-MIR-486-1	0.123934
ENSG00000182472	HSA-MIR-155	0.123906
ENSG00000102312	HSA-MIR-140	0.123906
ENSG00000155592	HSA-MIR-1271	0.123885
ENSG00000166148	HSA-MIR-514A-1	0.123884
ENSG00000127124	HSA-MIR-181B-1	0.123842
ENSG00000143970	HSA-MIR-1271	0.123796
ENSG00000144362	HSA-MIR-106B	0.123779
ENSG00000166523	HSA-MIR-29C	0.123776
ENSG00000120137	HSA-MIR-30D	0.123753
ENSG00000144647	HSA-MIR-484	0.123676
ENSG00000037241	HSA-MIR-136	0.123675
ENSG00000068796	HSA-MIR-125B-1	0.123661
ENSG00000003096	HSA-MIR-181A-2	0.12358
ENSG00000186462	HSA-MIR-501	0.123572
ENSG00000115363	HSA-MIR-374B	0.123567
ENSG00000168685	HSA-MIR-16-1	0.123525
ENSG00000164187	HSA-MIR-1180	0.12344
ENSG00000127870	HSA-MIR-126	0.123426
ENSG00000100422	HSA-MIR-296	0.123417
ENSG00000109572	HSA-MIR-582	0.123406
ENSG00000129071	HSA-MIR-363	0.123399
ENSG00000174013	HSA-MIR-10B	0.123381
ENSG00000169992	HSA-MIR-193B	0.123377
ENSG00000073578	HSA-MIR-574	0.123312
ENSG00000113194	HSA-MIR-26B	0.123285
ENSG00000137312	HSA-MIR-363	0.123282
ENSG00000185187	HSA-MIR-196A-1	0.123252
ENSG00000158669	HSA-MIR-218-1	0.12325
ENSG00000167600	HSA-MIR-532	0.123247
ENSG00000127884	HSA-MIR-1180	0.123233
ENSG00000242498	HSA-MIR-191	0.123228
ENSG00000121073	HSA-MIR-183	0.123228
ENSG00000185958	HSA-MIR-100	0.123183
ENSG00000053438	HSA-MIR-3074	0.12312
ENSG00000092377	HSA-MIR-139	0.123112
ENSG00000104237	HSA-MIR-217	0.1231
ENSG00000256060	HSA-MIR-30E	0.123092
ENSG00000074317	HSA-MIR-29B-1	0.123061
ENSG00000172992	HSA-MIR-153-2	0.123043
ENSG00000110887	HSA-MIR-365A	0.122986
ENSG00000115365	HSA-MIR-766	0.122981
ENSG00000007923	HSA-MIR-493	0.122974
ENSG00000143340	HSA-MIR-20B	0.122949
ENSG00000010310	HSA-MIR-185	0.122912
ENSG00000179914	HSA-MIR-1-1	0.12291
ENSG00000188177	HSA-MIR-589	0.122896
ENSG00000148358	HSA-MIR-23B	0.122895
ENSG00000121749	HSA-MIR-26A-1	0.122895
ENSG00000107854	HSA-MIR-181A-2	0.122856
ENSG00000070501	HSA-MIR-181D	0.122851
ENSG00000196411	HSA-MIR-451A	0.122821
ENSG00000101868	HSA-MIR-30B	0.122815
ENSG00000087274	HSA-MIR-195	0.122792
ENSG00000196188	HSA-MIR-193A	0.122788
ENSG00000120688	HSA-MIR-92A-2	0.122781
ENSG00000154310	HSA-MIR-30D	0.12273
ENSG00000166025	HSA-MIR-151A	0.122723
ENSG00000174233	HSA-MIR-20B	0.122712
ENSG00000068137	HSA-MIR-15A	0.122704
ENSG00000188338	HSA-MIR-10B	0.122626
ENSG00000161202	HSA-MIR-542	0.122611
ENSG00000087266	HSA-LET-7B	0.122597
ENSG00000105887	HSA-MIR-29A	0.122595
