Source	Target	MI
ENSG00000117090	HSA-MIR-150	0.0719992
ENSG00000153879	HSA-MIR-26A-1	0.0719692
ENSG00000113231	HSA-MIR-122	0.0719662
ENSG00000104814	HSA-MIR-150	0.0719602
ENSG00000130176	HSA-MIR-133A-2	0.0718872
ENSG00000196739	HSA-MIR-455	0.0718212
ENSG00000214212	HSA-MIR-223	0.0718144
ENSG00000005073	HSA-MIR-628	0.0717846
ENSG00000177565	HSA-MIR-28	0.0716352
ENSG00000183230	HSA-MIR-514A-2	0.071608
ENSG00000155438	HSA-MIR-10B	0.0715849
ENSG00000066923	HSA-MIR-222	0.0715765
ENSG00000124615	HSA-MIR-335	0.0715759
ENSG00000135956	HSA-MIR-139	0.0715227
ENSG00000044012	HSA-MIR-193B	0.0715081
ENSG00000089692	HSA-MIR-19B-1	0.0714948
ENSG00000004948	HSA-MIR-489	0.0714812
ENSG00000185088	HSA-MIR-34A	0.0714298
ENSG00000169398	HSA-MIR-30B	0.0713504
ENSG00000124067	HSA-MIR-30E	0.0713139
ENSG00000133135	HSA-MIR-135B	0.0712043
ENSG00000152315	HSA-MIR-500A	0.071143
ENSG00000158859	HSA-MIR-378A	0.0711215
ENSG00000165724	HSA-MIR-455	0.071121
ENSG00000165272	HSA-MIR-1247	0.070835
ENSG00000097033	HSA-MIR-1287	0.0706998
ENSG00000076053	HSA-MIR-192	0.0706246
ENSG00000129244	HSA-MIR-145	0.0705757
ENSG00000118707	HSA-MIR-27B	0.0704904
ENSG00000058668	HSA-MIR-29B-2	0.0704324
ENSG00000241119	HSA-MIR-375	0.0703745
ENSG00000203867	HSA-MIR-335	0.0703057
ENSG00000167740	HSA-MIR-423	0.0702362
ENSG00000013725	HSA-MIR-150	0.0702195
ENSG00000157895	HSA-LET-7I	0.070154
ENSG00000005810	HSA-MIR-574	0.0701497
ENSG00000198951	HSA-MIR-152	0.0701324
ENSG00000168090	HSA-MIR-196A-1	0.0700545
ENSG00000065559	HSA-MIR-30C-1	0.0700238
ENSG00000085274	HSA-MIR-28	0.0698982
ENSG00000022277	HSA-MIR-195	0.0698618
ENSG00000166851	HSA-MIR-195	0.0698039
ENSG00000118689	HSA-MIR-30B	0.0697924
ENSG00000152332	HSA-MIR-17	0.0697129
ENSG00000182963	HSA-MIR-145	0.0696441
ENSG00000112182	HSA-MIR-150	0.0694086
ENSG00000087088	HSA-MIR-34A	0.0693781
ENSG00000114796	HSA-MIR-28	0.0693438
ENSG00000136883	HSA-LET-7B	0.069252
ENSG00000137055	HSA-MIR-455	0.0692324
ENSG00000170166	HSA-MIR-10B	0.0691981
ENSG00000104524	HSA-MIR-30D	0.069193
ENSG00000137547	HSA-MIR-30D	0.0691923
ENSG00000133226	HSA-MIR-148A	0.0691656
ENSG00000138400	HSA-MIR-152	0.0690934
ENSG00000170310	HSA-MIR-194-1	0.0690587
ENSG00000261740	HSA-LET-7I	0.0689561
ENSG00000169398	HSA-MIR-30D	0.0689377
ENSG00000172458	HSA-MIR-125A	0.0689324
ENSG00000160179	HSA-MIR-29C	0.0688673
ENSG00000141699	HSA-MIR-30C-2	0.0688431
ENSG00000151067	HSA-MIR-145	0.0687479
ENSG00000134815	HSA-MIR-375	0.0686958
ENSG00000184956	HSA-MIR-30B	0.0685895
ENSG00000075856	HSA-MIR-106B	0.0685249
ENSG00000077254	HSA-MIR-186	0.0684961
ENSG00000180155	HSA-LET-7E	0.0684889
ENSG00000170310	HSA-MIR-194-2	0.0684125
ENSG00000163535	HSA-MIR-186	0.0683868
ENSG00000164983	HSA-MIR-30D	0.0683751
ENSG00000105819	HSA-MIR-589	0.0683044
ENSG00000163632	HSA-MIR-454	0.0681286
ENSG00000163145	HSA-MIR-143	0.0680617
ENSG00000105879	HSA-MIR-29A	0.068024
ENSG00000007171	HSA-MIR-25	0.0680037
ENSG00000169398	HSA-MIR-151A	0.0679807
ENSG00000058668	HSA-MIR-29B-1	0.0679084
ENSG00000135469	HSA-MIR-181D	0.0678727
ENSG00000113739	HSA-MIR-98	0.0678249
ENSG00000127838	HSA-MIR-26B	0.0678108
ENSG00000105254	HSA-MIR-30B	0.0678062
ENSG00000171793	HSA-MIR-369	0.0676585
ENSG00000102531	HSA-MIR-190A	0.0676562
ENSG00000176049	HSA-MIR-193A	0.0676387
ENSG00000166510	HSA-MIR-28	0.0676386
ENSG00000185000	HSA-MIR-30D	0.067592
ENSG00000001630	HSA-MIR-182	0.0675841
ENSG00000176435	HSA-MIR-29B-2	0.0675812
ENSG00000130203	HSA-MIR-664B	0.0675537
ENSG00000156384	HSA-MIR-1287	0.067533
ENSG00000114686	HSA-MIR-29B-2	0.0674793
ENSG00000204611	HSA-MIR-130B	0.0674616
ENSG00000004948	HSA-MIR-142	0.0674284
ENSG00000137504	HSA-MIR-539	0.067367
ENSG00000169136	HSA-MIR-222	0.0673522
ENSG00000120820	HSA-MIR-378A	0.0673494
ENSG00000068078	HSA-MIR-484	0.0673481
ENSG00000048392	HSA-MIR-34A	0.0672708
ENSG00000114573	HSA-MIR-196A-2	0.0672443
ENSG00000249158	HSA-MIR-130A	0.0671159
ENSG00000148291	HSA-MIR-196A-1	0.0670895
ENSG00000137693	HSA-MIR-29C	0.0670743
ENSG00000154889	HSA-LET-7G	0.0670617
ENSG00000176435	HSA-MIR-29B-1	0.0670423
ENSG00000272398	HSA-MIR-29A	0.0670315
ENSG00000086102	HSA-MIR-455	0.0669942
ENSG00000186453	HSA-MIR-19B-1	0.066928
ENSG00000125409	HSA-MIR-29B-2	0.0669077
ENSG00000110075	HSA-MIR-197	0.0668942
ENSG00000170860	HSA-MIR-744	0.0668869
ENSG00000130725	HSA-LET-7I	0.0668837
ENSG00000135436	HSA-MIR-3074	0.0668002
ENSG00000112182	HSA-MIR-378A	0.0667998
ENSG00000205981	HSA-MIR-28	0.0667253
ENSG00000123983	HSA-MIR-142	0.0666927
ENSG00000104490	HSA-MIR-148A	0.0666334
ENSG00000166986	HSA-MIR-197	0.0666162
ENSG00000061337	HSA-MIR-145	0.0665815
ENSG00000197757	HSA-MIR-615	0.0665049
ENSG00000160818	HSA-MIR-28	0.066465
ENSG00000171316	HSA-MIR-20B	0.0663771
ENSG00000104412	HSA-MIR-431	0.0663506
ENSG00000141349	HSA-MIR-423	0.0663044
ENSG00000172339	HSA-MIR-196A-2	0.0662906
ENSG00000014164	HSA-MIR-30D	0.0662785
ENSG00000077312	HSA-MIR-653	0.0662616
ENSG00000070269	HSA-MIR-30E	0.0662585
ENSG00000066777	HSA-MIR-30D	0.0662536
ENSG00000146540	HSA-MIR-339	0.0662479
ENSG00000143748	HSA-MIR-577	0.066245
ENSG00000144834	HSA-MIR-197	0.0661808
ENSG00000183963	HSA-LET-7I	0.0661739
ENSG00000170855	HSA-MIR-34A	0.066163
ENSG00000147654	HSA-MIR-30D	0.0661598
ENSG00000185885	HSA-MIR-495	0.0661404
ENSG00000152422	HSA-MIR-194-2	0.0661101
ENSG00000085719	HSA-MIR-30D	0.066072
ENSG00000197321	HSA-MIR-139	0.0660545
ENSG00000156127	HSA-LET-7D	0.0660506
ENSG00000158470	HSA-MIR-190A	0.0659829
ENSG00000169955	HSA-MIR-139	0.0659599
ENSG00000064313	HSA-MIR-30D	0.0659506
ENSG00000074181	HSA-MIR-145	0.065846
ENSG00000151952	HSA-MIR-654	0.0658124
ENSG00000198843	HSA-MIR-28	0.0658049
ENSG00000114861	HSA-LET-7I	0.0657707
ENSG00000175879	HSA-MIR-10B	0.0657432
ENSG00000163904	HSA-MIR-28	0.0657217
ENSG00000164751	HSA-MIR-151A	0.0656873
ENSG00000181982	HSA-MIR-1468	0.0656726
ENSG00000198125	HSA-MIR-150	0.065655
ENSG00000171159	HSA-MIR-539	0.0656041
ENSG00000171812	HSA-MIR-215	0.0655682
ENSG00000163162	HSA-MIR-27B	0.0655598
ENSG00000103742	HSA-MIR-126	0.0655322
ENSG00000125798	HSA-MIR-27A	0.0655152
ENSG00000162813	HSA-MIR-139	0.0654514
ENSG00000152315	HSA-MIR-146B	0.0654385
ENSG00000148120	HSA-MIR-23B	0.0654171
ENSG00000073417	HSA-MIR-185	0.0653644
ENSG00000178473	HSA-MIR-1301	0.0653343
ENSG00000038532	HSA-MIR-30A	0.0653306
ENSG00000108506	HSA-MIR-423	0.0653293
ENSG00000203727	HSA-MIR-196A-1	0.0653205
ENSG00000172428	HSA-MIR-539	0.0653071
ENSG00000110436	HSA-MIR-744	0.0652566
ENSG00000168807	HSA-MIR-215	0.065242
ENSG00000130699	HSA-MIR-26A-2	0.065216
ENSG00000175336	HSA-MIR-29B-2	0.065079
ENSG00000108559	HSA-MIR-362	0.0650547
ENSG00000107562	HSA-MIR-17	0.0650206
ENSG00000083814	HSA-MIR-100	0.0650196
ENSG00000281406	HSA-MIR-135B	0.0650143
ENSG00000155754	HSA-MIR-92A-1	0.0649851
ENSG00000111229	HSA-LET-7I	0.0649521
ENSG00000278662	HSA-MIR-769	0.0649458
ENSG00000175866	HSA-MIR-28	0.0649117
ENSG00000130826	HSA-MIR-664A	0.0648936
ENSG00000078674	HSA-MIR-3605	0.064868
ENSG00000164953	HSA-MIR-30D	0.0648228
ENSG00000180900	HSA-MIR-30D	0.0647873
ENSG00000101082	HSA-MIR-340	0.0647526
ENSG00000166793	HSA-MIR-150	0.0647347
ENSG00000148057	HSA-MIR-27B	0.0646703
ENSG00000128581	HSA-MIR-1468	0.0646654
ENSG00000174177	HSA-MIR-99B	0.0646379
ENSG00000132485	HSA-MIR-186	0.0646085
ENSG00000189144	HSA-MIR-200B	0.0645939
ENSG00000133313	HSA-MIR-127	0.064589
ENSG00000099937	HSA-MIR-29B-1	0.0645846
ENSG00000164654	HSA-MIR-98	0.0645583
ENSG00000203778	HSA-MIR-30B	0.0645175
ENSG00000120306	HSA-MIR-28	0.0645
ENSG00000072952	HSA-MIR-145	0.0644963
ENSG00000119335	HSA-MIR-28	0.0644873
ENSG00000106025	HSA-MIR-106B	0.0644669
ENSG00000143546	HSA-MIR-223	0.0644522
ENSG00000241563	HSA-MIR-30B	0.0644415
ENSG00000169057	HSA-MIR-29A	0.0644134
ENSG00000005339	HSA-MIR-592	0.06439
ENSG00000155511	HSA-MIR-379	0.0643144
ENSG00000163083	HSA-MIR-29B-2	0.0642995
ENSG00000147679	HSA-MIR-30D	0.0642855
ENSG00000143149	HSA-MIR-369	0.0642671
ENSG00000101974	HSA-MIR-505	0.0642589
ENSG00000120992	HSA-MIR-362	0.0642458
ENSG00000110719	HSA-MIR-744	0.0641876
ENSG00000171596	HSA-MIR-145	0.0641863
ENSG00000130699	HSA-MIR-26A-1	0.0641728
ENSG00000106565	HSA-MIR-195	0.0641615
ENSG00000160094	HSA-MIR-28	0.0641481
ENSG00000134371	HSA-MIR-122	0.0641382
ENSG00000146757	HSA-MIR-29B-1	0.0641352
ENSG00000130724	HSA-MIR-196A-2	0.0641292
ENSG00000120437	HSA-MIR-181D	0.0641277
ENSG00000138735	HSA-MIR-423	0.0641261
ENSG00000116205	HSA-MIR-1976	0.0641242
ENSG00000167635	HSA-MIR-136	0.0640723
ENSG00000117151	HSA-MIR-664A	0.0640491
ENSG00000181896	HSA-MIR-101-1	0.0640478
ENSG00000185869	HSA-MIR-361	0.0639947
ENSG00000198793	HSA-MIR-769	0.0639844
ENSG00000132855	HSA-MIR-497	0.0639672
ENSG00000143816	HSA-MIR-152	0.0639306
ENSG00000183346	HSA-MIR-149	0.0639244
ENSG00000159658	HSA-MIR-186	0.0639193
ENSG00000165215	HSA-MIR-483	0.0639128
ENSG00000122591	HSA-MIR-30D	0.0639066
ENSG00000182287	HSA-MIR-181A-2	0.0638961
ENSG00000172260	HSA-MIR-495	0.0638875
ENSG00000137547	HSA-MIR-30B	0.0638274
ENSG00000129559	HSA-MIR-374A	0.0638228
ENSG00000116396	HSA-MIR-92A-2	0.0637771
ENSG00000187742	HSA-MIR-92B	0.0637579
ENSG00000236699	HSA-MIR-30A	0.0637464
ENSG00000146281	HSA-MIR-4668	0.0637333
ENSG00000184378	HSA-MIR-615	0.0637102
ENSG00000111647	HSA-MIR-1301	0.063677
ENSG00000118193	HSA-MIR-1-1	0.0636582
ENSG00000157423	HSA-MIR-598	0.0636278
ENSG00000181896	HSA-MIR-101-2	0.0636228
ENSG00000139767	HSA-MIR-17	0.0635264
ENSG00000160013	HSA-MIR-143	0.0634954
ENSG00000123728	HSA-MIR-887	0.063495
ENSG00000070610	HSA-MIR-200C	0.0634775
ENSG00000160703	HSA-MIR-486-2	0.0634614
ENSG00000261371	HSA-MIR-106B	0.0634584
ENSG00000172331	HSA-MIR-589	0.0634442
ENSG00000186106	HSA-MIR-30D	0.0634418
ENSG00000099940	HSA-MIR-200A	0.0634346
ENSG00000164749	HSA-MIR-151A	0.063424
ENSG00000092847	HSA-MIR-744	0.0634184
ENSG00000188211	HSA-MIR-497	0.0634115
ENSG00000250305	HSA-MIR-199A-1	0.0633977
ENSG00000110713	HSA-MIR-19B-2	0.0633856
ENSG00000153303	HSA-MIR-221	0.0633826
ENSG00000135679	HSA-MIR-34A	0.0633583
ENSG00000170381	HSA-MIR-3613	0.0633267
ENSG00000119673	HSA-MIR-424	0.063293
ENSG00000135845	HSA-MIR-500A	0.0632905
ENSG00000154359	HSA-MIR-501	0.0632887
ENSG00000189077	HSA-MIR-493	0.0632746
ENSG00000115523	HSA-MIR-4772	0.0632725
ENSG00000137634	HSA-MIR-20A	0.0632462
ENSG00000152422	HSA-MIR-192	0.0632388
ENSG00000163145	HSA-MIR-145	0.063238
ENSG00000125409	HSA-MIR-29B-1	0.063228
ENSG00000197157	HSA-MIR-193B	0.0632279
ENSG00000178425	HSA-MIR-152	0.0632185
ENSG00000144152	HSA-MIR-152	0.063184
ENSG00000132749	HSA-MIR-34A	0.0631598
ENSG00000155754	HSA-MIR-92A-2	0.0631477
ENSG00000165997	HSA-MIR-200C	0.0631378
ENSG00000156958	HSA-MIR-195	0.0631255
ENSG00000135775	HSA-MIR-766	0.0630946
ENSG00000213516	HSA-LET-7G	0.0630862
ENSG00000164849	HSA-MIR-145	0.0630815
ENSG00000173598	HSA-MIR-29B-2	0.0630312
ENSG00000184185	HSA-MIR-218-1	0.0630293
ENSG00000159184	HSA-MIR-218-2	0.0630034
ENSG00000147274	HSA-MIR-29C	0.062962
ENSG00000101868	HSA-MIR-133A-1	0.0629473
ENSG00000241343	HSA-MIR-874	0.0629401
ENSG00000183579	HSA-MIR-28	0.062917
ENSG00000198515	HSA-MIR-145	0.0629146
ENSG00000100124	HSA-MIR-374A	0.0629135
ENSG00000174807	HSA-MIR-145	0.0628869
ENSG00000130304	HSA-MIR-574	0.0628782
ENSG00000204256	HSA-MIR-598	0.0628598
ENSG00000049541	HSA-MIR-424	0.0628499
ENSG00000156265	HSA-MIR-99A	0.0628471
ENSG00000198055	HSA-MIR-150	0.0628293
ENSG00000104907	HSA-MIR-29C	0.0627739
ENSG00000204568	HSA-MIR-652	0.0627399
ENSG00000175538	HSA-LET-7B	0.062737
ENSG00000088280	HSA-MIR-744	0.0627342
ENSG00000116903	HSA-MIR-195	0.0627302
ENSG00000057019	HSA-MIR-20A	0.062718
ENSG00000108666	HSA-MIR-28	0.0626821
ENSG00000148814	HSA-MIR-92B	0.0626652
ENSG00000102053	HSA-MIR-675	0.0626601
ENSG00000274750	HSA-MIR-451A	0.0626481
ENSG00000185122	HSA-MIR-30D	0.0626199
ENSG00000223802	HSA-MIR-203B	0.0626182
ENSG00000179520	HSA-MIR-203A	0.0625938
ENSG00000166913	HSA-MIR-181C	0.0625836
ENSG00000115183	HSA-MIR-101-2	0.0625712
ENSG00000131238	HSA-MIR-301A	0.0625601
ENSG00000124613	HSA-MIR-92B	0.0625488
ENSG00000114125	HSA-MIR-28	0.0625472
ENSG00000164897	HSA-MIR-497	0.0625206
ENSG00000115183	HSA-MIR-101-1	0.0625106
ENSG00000119333	HSA-MIR-483	0.0624961
ENSG00000164287	HSA-MIR-150	0.0624675
ENSG00000116574	HSA-MIR-103A-1	0.0624669
ENSG00000168703	HSA-MIR-144	0.0624666
ENSG00000065883	HSA-MIR-1468	0.0624424
ENSG00000214279	HSA-MIR-22	0.0624221
ENSG00000165821	HSA-MIR-181B-2	0.0624132
ENSG00000104783	HSA-MIR-10A	0.0624118
ENSG00000167925	HSA-MIR-423	0.0624113
ENSG00000123178	HSA-MIR-584	0.0624067
ENSG00000187474	HSA-MIR-4668	0.062374
ENSG00000080166	HSA-MIR-181A-2	0.0623702
ENSG00000197323	HSA-MIR-26B	0.0623664
ENSG00000186407	HSA-MIR-223	0.0623496
ENSG00000138375	HSA-MIR-26B	0.0623382
ENSG00000119125	HSA-MIR-21	0.0623374
ENSG00000115159	HSA-MIR-615	0.062322
ENSG00000186854	HSA-MIR-150	0.0622856
ENSG00000169087	HSA-MIR-98	0.0622839
ENSG00000122694	HSA-MIR-29B-2	0.0622755
ENSG00000269335	HSA-MIR-574	0.0622743
ENSG00000156162	HSA-MIR-30D	0.0622642
ENSG00000162711	HSA-MIR-328	0.0622631
ENSG00000142864	HSA-MIR-186	0.0622501
ENSG00000158423	HSA-MIR-342	0.062242
ENSG00000116396	HSA-MIR-92A-1	0.0622386
ENSG00000176623	HSA-MIR-30D	0.0622367
ENSG00000158604	HSA-MIR-431	0.0622265
ENSG00000114127	HSA-MIR-28	0.0622228
ENSG00000140284	HSA-MIR-221	0.0621955
ENSG00000147257	HSA-MIR-144	0.0621895
ENSG00000008517	HSA-LET-7A-3	0.0621881
ENSG00000146066	HSA-MIR-196A-1	0.0621845
ENSG00000125538	HSA-MIR-223	0.0621686
ENSG00000198752	HSA-MIR-27A	0.062166
ENSG00000138073	HSA-MIR-1247	0.0621284
ENSG00000157869	HSA-MIR-203B	0.0621237
ENSG00000036473	HSA-MIR-584	0.0621185
ENSG00000086061	HSA-MIR-296	0.062117
ENSG00000180251	HSA-MIR-140	0.0621114
ENSG00000168765	HSA-MIR-1307	0.0621092
ENSG00000014216	HSA-MIR-99B	0.0621025
ENSG00000116455	HSA-MIR-296	0.0621007
ENSG00000104808	HSA-MIR-582	0.0620981
ENSG00000114686	HSA-MIR-29B-1	0.0620909
ENSG00000023839	HSA-MIR-34A	0.0620802
ENSG00000147654	HSA-MIR-151A	0.0620537
ENSG00000148218	HSA-MIR-361	0.0620411
ENSG00000094963	HSA-MIR-539	0.062026
ENSG00000173868	HSA-MIR-3065	0.0619864
ENSG00000102886	HSA-MIR-203A	0.0619765
ENSG00000116885	HSA-MIR-195	0.0619635
ENSG00000128298	HSA-MIR-221	0.0619575
ENSG00000067191	HSA-MIR-1271	0.0619362
ENSG00000037965	HSA-MIR-196A-2	0.0619231
ENSG00000118729	HSA-MIR-3074	0.0619136
ENSG00000185359	HSA-MIR-769	0.0619059
ENSG00000180044	HSA-MIR-337	0.0619042
ENSG00000101266	HSA-MIR-148A	0.061904
ENSG00000178028	HSA-MIR-28	0.0618952
ENSG00000179091	HSA-MIR-30B	0.0618945
ENSG00000130751	HSA-MIR-24-2	0.0618891
ENSG00000144535	HSA-MIR-149	0.0618499
ENSG00000071575	HSA-MIR-224	0.0618064
ENSG00000198373	HSA-MIR-140	0.061802
ENSG00000141448	HSA-MIR-29B-2	0.0617868
ENSG00000172167	HSA-LET-7D	0.0617539
ENSG00000163083	HSA-MIR-29B-1	0.0617393
ENSG00000182180	HSA-MIR-508	0.0617348
ENSG00000115685	HSA-MIR-149	0.0617287
ENSG00000047644	HSA-MIR-181B-1	0.0617131
ENSG00000188554	HSA-MIR-423	0.0616819
ENSG00000257594	HSA-MIR-30E	0.0616615
ENSG00000144824	HSA-MIR-628	0.0616601
ENSG00000107262	HSA-MIR-1301	0.0616458
ENSG00000116984	HSA-MIR-30E	0.0616403
ENSG00000117143	HSA-MIR-92B	0.0616089
ENSG00000214226	HSA-MIR-29A	0.0616045
ENSG00000157326	HSA-MIR-339	0.0615814
ENSG00000099937	HSA-MIR-29B-2	0.0615707
ENSG00000100721	HSA-MIR-150	0.0615623
ENSG00000196220	HSA-MIR-221	0.0615562
ENSG00000106006	HSA-MIR-193A	0.0615487
ENSG00000173085	HSA-MIR-889	0.0615385
ENSG00000160131	HSA-MIR-125B-2	0.0615338
ENSG00000137204	HSA-MIR-379	0.061515
ENSG00000134243	HSA-MIR-454	0.0614535
ENSG00000179454	HSA-MIR-222	0.0614534
ENSG00000078902	HSA-MIR-29C	0.0614295
ENSG00000213465	HSA-MIR-195	0.0614252
ENSG00000106009	HSA-MIR-186	0.0614248
ENSG00000160209	HSA-MIR-217	0.061413
ENSG00000114120	HSA-MIR-1270	0.0614023
ENSG00000225190	HSA-MIR-1270	0.0613948
ENSG00000162613	HSA-MIR-615	0.0613827
ENSG00000170417	HSA-MIR-885	0.061366
ENSG00000110446	HSA-MIR-186	0.0613654
ENSG00000123545	HSA-MIR-675	0.0613443
ENSG00000143436	HSA-MIR-148B	0.0613433
ENSG00000144655	HSA-MIR-330	0.0613424
ENSG00000074582	HSA-MIR-330	0.0613392
ENSG00000198836	HSA-MIR-362	0.0613361
ENSG00000165233	HSA-MIR-103A-2	0.0613351
ENSG00000157554	HSA-MIR-183	0.0613278
